CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
c1067f5469ee,festive_villani,0.00%,155.1MiB/1.907GiB,7.94%,1.78MB/33.3kB,2,0B/0B,0,02:26:11
c0e18dfa7cfc,blissful_goldwasser,104.77%,172.3MiB/1.907GiB,8.82%,1.76MB/42.2kB,3,0B/0B,0,02:26:11
6aabd33b16bf,lucid_euler,0.97%,164MiB/1.907GiB,8.40%,1.74MB/30.2kB,4,0B/0B,0,02:26:11
2db603d1249b,practical_blackwell,14.11%,182.3MiB/1.907GiB,9.34%,4.16MB/73.7kB,5,0B/0B,0,02:26:11
06d26bbb5761,blissful_shirley,0.00%,180.7MiB/1.907GiB,9.25%,5.34MB/87.7kB,6,0B/0B,0,02:26:11
e40817890260,modest_heyrovsky,0.00%,192.1MiB/1.907GiB,9.84%,5.68MB/95.3kB,7,0B/0B,0,02:26:11
ff2e9afe0e93,vigilant_mestorf,0.00%,190.2MiB/1.907GiB,9.74%,5.67MB/84.4kB,8,0B/0B,0,02:26:11
02525701ddcf,silly_hodgkin,13.96%,196MiB/1.907GiB,10.04%,7.34MB/83.1kB,9,0B/0B,0,02:26:11
c1067f5469ee,festive_villani,0.00%,205.6MiB/1.907GiB,10.53%,7.34MB/92.1kB,2,0B/795kB,0,02:27:22
c0e18dfa7cfc,blissful_goldwasser,99.56%,238.7MiB/1.907GiB,12.22%,7.33MB/94.9kB,3,0B/1.08MB,0,02:27:22
6aabd33b16bf,lucid_euler,100.97%,243.4MiB/1.907GiB,12.46%,7.32MB/88.4kB,4,0B/1.18MB,0,02:27:22
2db603d1249b,practical_blackwell,0.00%,228.1MiB/1.907GiB,11.68%,7.35MB/116kB,5,0B/1.77MB,0,02:27:22
06d26bbb5761,blissful_shirley,0.00%,221.6MiB/1.907GiB,11.34%,7.4MB/153kB,6,0B/1.9MB,0,02:27:22
e40817890260,modest_heyrovsky,12.03%,280.6MiB/1.907GiB,14.36%,7.35MB/127kB,7,0B/2.17MB,0,02:27:22
ff2e9afe0e93,vigilant_mestorf,0.00%,317.6MiB/1.907GiB,16.26%,7.36MB/1.29MB,8,0B/1.11MB,0,02:27:22
02525701ddcf,silly_hodgkin,0.00%,317.8MiB/1.907GiB,16.27%,7.39MB/1.3MB,9,0B/2.17MB,0,02:27:22
