CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
aea351eed412,epic_volhard9,90.47%,178.9MiB/1.907GiB,9.16%,3.63MB/50.9kB,2,0B/0B,0,20:48:17
08f38e409a20,hardcore_curran,0.00%,191.9MiB/1.907GiB,9.83%,5.8MB/118kB,3,0B/0B,0,20:48:17
1ac20b083d3c,tender_archimedes,0.00%,194.8MiB/1.907GiB,9.97%,7.34MB/114kB,4,0B/0B,0,20:48:17
6cb6cf49f0f1,epic_vaughan,14.13%,202MiB/1.907GiB,10.34%,7.35MB/102kB,5,0B/0B,0,20:48:17
2b6ae4a0425e,practical_wright,100.76%,204.8MiB/1.907GiB,10.49%,7.33MB/92.8kB,6,0B/0B,0,20:48:17
e142fbe4590d,optimistic_yonath,0.00%,213.1MiB/1.907GiB,10.91%,7.39MB/94.7kB,7,0B/1.06MB,0,20:48:17
23471904f4a8,awesome_ardinghelli,100.19%,218.2MiB/1.907GiB,11.17%,7.33MB/95.8kB,8,0B/16.4kB,0,20:48:17
8992272e12a9,upbeat_wright,104.07%,231.2MiB/1.907GiB,11.84%,7.38MB/145kB,9,0B/1.7MB,0,20:48:17
b99acb9578ab,nifty_kowalevski,95.94%,227.9MiB/1.907GiB,11.67%,7.33MB/112kB,10,0B/819kB,0,20:48:17
fb78f91b019a,relaxed_proskuriakova,99.98%,234MiB/1.907GiB,11.98%,7.43MB/113kB,11,0B/1.03MB,0,20:48:17
d8041eba51ee,hopeful_perlman,0.00%,398.3MiB/1.907GiB,20.39%,7.4MB/2.48MB,12,0B/1.02MB,0,20:48:17
69be8baf084b,wizardly_kalam,0.04%,404.7MiB/1.907GiB,20.72%,7.38MB/2.35MB,13,0B/1.02MB,0,20:48:17
edf8e3a45dc0,competent_turing,0.00%,401.3MiB/1.907GiB,20.55%,7.39MB/2.37MB,14,0B/1.02MB,0,20:48:17
01efb2d3830e,compassionate_beaver,0.00%,406.2MiB/1.907GiB,20.80%,7.52MB/2.42MB,15,0B/1.02MB,0,20:48:17
59e3058d55dc,laughing_chebyshev,0.00%,422.4MiB/1.907GiB,21.63%,7.39MB/2.44MB,16,0B/1.02MB,0,20:48:17
23c97f6c4695,compassionate_jackson,0.00%,398.1MiB/1.907GiB,20.38%,7.4MB/2.38MB,17,0B/1.02MB,0,20:48:17
