CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
c5a52c75e8a9,gallant_swirles,0.00%,158.9MiB/1.907GiB,8.14%,1.8MB/36.3kB,2,0B/0B,0,18:46:34
3ddff69bcf50,competent_hoover,102.35%,241.5MiB/1.907GiB,12.36%,12.4MB/64kB,3,0B/0B,0,18:46:34
7918f097c4e7,hopeful_hermann5,103.05%,246.9MiB/1.907GiB,12.64%,12.5MB/62.1kB,4,0B/0B,0,18:46:34
430044a9f2d1,tender_golick,18.01%,246.3MiB/1.907GiB,12.61%,12.4MB/56.5kB,5,0B/0B,0,18:46:34
9d7a2084dfad,ecstatic_jones,106.66%,242.6MiB/1.907GiB,12.42%,12.5MB/55kB,6,0B/0B,0,18:46:34
f2f1a0d1a522,sharp_goldberg,0.00%,208.3MiB/1.907GiB,10.66%,12.6MB/71.3kB,7,0B/0B,0,18:46:34
d63e84b8b424,eager_poincare,60.45%,211.2MiB/1.907GiB,10.81%,13.9MB/69.3kB,8,0B/0B,0,18:46:34
aa29c659ab98,clever_keller,94.71%,222.7MiB/1.907GiB,11.40%,14.2MB/84.5kB,9,0B/0B,0,18:46:34
c5a52c75e8a9,gallant_swirles,87.85%,205MiB/1.907GiB,10.50%,15.8MB/104kB,2,0B/270kB,0,18:48:10
3ddff69bcf50,competent_hoover,0.00%,203.7MiB/1.907GiB,10.43%,15.8MB/102kB,3,0B/1.59MB,0,18:48:10
7918f097c4e7,hopeful_hermann5,0.00%,210MiB/1.907GiB,10.75%,15.8MB/101kB,4,0B/0B,0,18:48:10
430044a9f2d1,tender_golick,0.00%,209.4MiB/1.907GiB,10.72%,15.8MB/95.1kB,5,0B/0B,0,18:48:10
9d7a2084dfad,ecstatic_jones,99.80%,209.8MiB/1.907GiB,10.74%,15.8MB/98.3kB,6,0B/1.06MB,0,18:48:10
f2f1a0d1a522,sharp_goldberg,100.29%,223.1MiB/1.907GiB,11.42%,15.8MB/133kB,7,0B/287kB,0,18:48:10
d63e84b8b424,eager_poincare,107.28%,231.9MiB/1.907GiB,11.87%,15.8MB/107kB,8,0B/1.77MB,0,18:48:10
aa29c659ab98,clever_keller,0.00%,276MiB/1.907GiB,14.13%,15.8MB/107kB,9,0B/2.17MB,0,18:48:10
c5a52c75e8a9,gallant_swirles,101.13%,234.8MiB/1.907GiB,12.02%,15.8MB/115kB,2,0B/1.38MB,0,18:49:25
3ddff69bcf50,competent_hoover,0.00%,287.1MiB/1.907GiB,14.70%,15.8MB/123kB,3,0B/2.7MB,0,18:49:25
7918f097c4e7,hopeful_hermann5,103.11%,295MiB/1.907GiB,15.11%,15.8MB/123kB,4,0B/1.11MB,0,18:49:25
430044a9f2d1,tender_golick,0.00%,335.3MiB/1.907GiB,17.17%,15.8MB/1.33MB,5,0B/1.11MB,0,18:49:25
9d7a2084dfad,ecstatic_jones,0.00%,324.2MiB/1.907GiB,16.60%,15.8MB/1.29MB,6,193kB/2.17MB,0,18:49:25
f2f1a0d1a522,sharp_goldberg,0.00%,335.4MiB/1.907GiB,17.17%,15.8MB/1.33MB,7,262kB/1.38MB,0,18:49:25
d63e84b8b424,eager_poincare,0.00%,328.2MiB/1.907GiB,16.80%,15.8MB/1.32MB,8,160kB/2.17MB,0,18:49:25
aa29c659ab98,clever_keller,0.00%,369.4MiB/1.907GiB,18.92%,15.8MB/1.3MB,9,0B/2.17MB,0,18:49:25
3ddff69bcf50,competent_hoover,0.00%,325.6MiB/1.907GiB,16.67%,15.8MB/1.32MB,3,893kB/2.7MB,0,18:50:45
7918f097c4e7,hopeful_hermann5,0.00%,336.7MiB/1.907GiB,17.24%,15.8MB/1.3MB,4,164kB/1.11MB,0,18:50:45
430044a9f2d1,tender_golick,0.00%,333.8MiB/1.907GiB,17.09%,15.8MB/1.33MB,5,98.3kB/1.11MB,0,18:50:45
9d7a2084dfad,ecstatic_jones,0.00%,324.2MiB/1.907GiB,16.60%,15.8MB/1.29MB,6,193kB/2.17MB,0,18:50:45
f2f1a0d1a522,sharp_goldberg,0.00%,335.4MiB/1.907GiB,17.17%,15.8MB/1.33MB,7,262kB/1.38MB,0,18:50:45
d63e84b8b424,eager_poincare,0.00%,328.2MiB/1.907GiB,16.80%,15.8MB/1.32MB,8,160kB/2.17MB,0,18:50:45
aa29c659ab98,clever_keller,0.00%,369.4MiB/1.907GiB,18.92%,15.8MB/1.3MB,9,0B/2.17MB,0,18:50:45
3ddff69bcf50,competent_hoover,0.00%,325.6MiB/1.907GiB,16.67%,15.8MB/1.32MB,3,893kB/2.7MB,0,18:51:38
7918f097c4e7,hopeful_hermann5,0.00%,336.7MiB/1.907GiB,17.24%,15.8MB/1.3MB,4,164kB/1.11MB,0,18:51:38
430044a9f2d1,tender_golick,0.00%,333.8MiB/1.907GiB,17.09%,15.8MB/1.33MB,5,98.3kB/1.11MB,0,18:51:38
9d7a2084dfad,ecstatic_jones,0.00%,324.2MiB/1.907GiB,16.60%,15.8MB/1.29MB,6,193kB/2.17MB,0,18:51:38
f2f1a0d1a522,sharp_goldberg,0.00%,335.4MiB/1.907GiB,17.17%,15.8MB/1.33MB,7,262kB/1.38MB,0,18:51:38
d63e84b8b424,eager_poincare,0.09%,328.2MiB/1.907GiB,16.80%,15.8MB/1.32MB,8,160kB/2.17MB,0,18:51:38
aa29c659ab98,clever_keller,0.00%,369.2MiB/1.907GiB,18.90%,15.8MB/1.3MB,9,0B/2.17MB,0,18:51:38
7918f097c4e7,hopeful_hermann5,0.00%,336.7MiB/1.907GiB,17.24%,15.8MB/1.3MB,4,164kB/1.11MB,0,18:52:37
430044a9f2d1,tender_golick,0.00%,333.7MiB/1.907GiB,17.08%,15.8MB/1.33MB,5,98.3kB/1.11MB,0,18:52:37
9d7a2084dfad,ecstatic_jones,0.00%,324.1MiB/1.907GiB,16.59%,15.8MB/1.29MB,6,193kB/2.17MB,0,18:52:37
f2f1a0d1a522,sharp_goldberg,0.00%,335.4MiB/1.907GiB,17.17%,15.8MB/1.33MB,7,262kB/1.38MB,0,18:52:37
d63e84b8b424,eager_poincare,0.00%,328.2MiB/1.907GiB,16.80%,15.8MB/1.32MB,8,160kB/2.17MB,0,18:52:37
aa29c659ab98,clever_keller,0.00%,369.2MiB/1.907GiB,18.90%,15.8MB/1.3MB,9,0B/2.17MB,0,18:52:37
9d7a2084dfad,ecstatic_jones,0.00%,324.1MiB/1.907GiB,16.59%,15.8MB/1.29MB,6,193kB/2.17MB,0,18:53:50
f2f1a0d1a522,sharp_goldberg,0.00%,335.4MiB/1.907GiB,17.17%,15.8MB/1.33MB,7,262kB/1.38MB,0,18:53:50
d63e84b8b424,eager_poincare,0.00%,328.2MiB/1.907GiB,16.80%,15.8MB/1.32MB,8,160kB/2.17MB,0,18:53:50
aa29c659ab98,clever_keller,0.00%,369.2MiB/1.907GiB,18.90%,15.8MB/1.3MB,9,0B/2.17MB,0,18:53:50
