calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
10.33,4.83,290.82,84.49,0.0,0.0,0.0,2.73,26.32,105.58
0.59,0.0,0.0,0.0,3308.861241660835,0.35936659125071774,-33.32169758617924,0.0,3.96,99.92
0.87,0.0,0.0,0.0,1193.5523999797003,0.2777892181054634,-0.4094034375269133,0.0,2.87,67.75
0.57,0.0,0.0,0.0,2864.785625317503,0.3435569148001324,-29.40267322237642,0.0,1.49,64.93
1.26,0.0,0.0,0.0,3066.787961850746,0.3538668708162056,-33.59091728514864,0.0,3.35,74.7
0.58,0.0,0.0,0.0,695.6077428681048,0.2709213920866185,-0.41608070791380936,0.0,1.22,89.81
0.61,0.0,0.0,0.0,3382.5483063748657,0.3526249600159071,-30.716204034536176,0.0,1.46,64.8
0.6,0.0,0.0,0.0,3384.7830649051557,0.3552605602143597,-33.1048216327134,0.0,1.46,68.56
0.9,0.0,0.0,0.0,767.0844342682767,0.2762508687555408,-0.402541551163911,0.0,1.51,68.38
0.43,0.0,0.0,0.0,3793.230736258262,0.3582518930066437,-30.836466338616372,0.0,1.64,63.58
0.43,0.0,0.0,0.0,4220.907470093138,0.35860212160106875,-33.4948697932791,0.0,1.47,98.88
0.43,0.0,0.0,0.0,807.6553478489138,0.2712350726766228,-0.4001400202333467,0.0,23.05,98.47
1.68,0.0,0.0,0.0,3856.207810166299,0.35195332177598415,-30.21405278570134,0.0,3.22,97.11
0.43,0.0,0.0,0.0,2923.670470469638,0.35347214904664015,-33.087590085340814,0.0,1.97,64.91
0.44,0.0,0.0,0.0,752.6827218195291,0.27446000126207604,-0.3735994677718153,0.0,3.26,94.68
0.44,0.0,0.0,0.0,3879.2776968811486,0.35791549071623663,-30.837197896130164,0.0,2.01,68.84
0.72,0.0,0.0,0.0,4189.214899186198,0.3542428356266645,-32.58569566238063,0.0,2.46,65.62
