CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
7670e3dbd618,eager_lalande,93.00%,166.1MiB/1.907GiB,8.51%,3.65MB/55.7kB,2,0B/0B,0,07:12:18
9e7793857440,amazing_sammet,0.00%,184.7MiB/1.907GiB,9.46%,4.24MB/55.7kB,3,0B/0B,0,07:12:18
10a49da7af30,eloquent_brattain,97.78%,193.4MiB/1.907GiB,9.90%,5.86MB/56.8kB,4,0B/0B,0,07:12:18
cd37e528d1bb,focused_pasteur,102.57%,187.3MiB/1.907GiB,9.59%,5.86MB/63.5kB,5,0B/0B,0,07:12:18
920495a9a494,elegant_ramanujan,8.95%,205.4MiB/1.907GiB,10.52%,7.75MB/84kB,6,0B/0B,0,07:12:18
5608e6f55026,naughty_spence,104.69%,211.4MiB/1.907GiB,10.82%,7.77MB/94kB,7,0B/1.06MB,0,07:12:18
eee097b77304,serene_bhabha,0.00%,209.2MiB/1.907GiB,10.71%,7.78MB/96.1kB,8,0B/1.06MB,0,07:12:18
887cd0a08ab3,musing_bhabha,0.00%,209.4MiB/1.907GiB,10.72%,7.76MB/82.6kB,9,0B/1.06MB,0,07:12:18
ec000ec65253,kind_lamarr,0.00%,215.3MiB/1.907GiB,11.02%,7.76MB/82.2kB,10,0B/0B,0,07:12:18
67091c27de95,musing_shockley,0.00%,213.1MiB/1.907GiB,10.91%,7.76MB/81.3kB,11,0B/0B,0,07:12:18
d30ffda71480,wizardly_visvesvaraya,0.00%,207.9MiB/1.907GiB,10.64%,7.78MB/133kB,12,0B/0B,0,07:12:18
5b0a27c14e0e,modest_newton9,0.00%,206.4MiB/1.907GiB,10.57%,7.82MB/104kB,13,0B/0B,0,07:12:18
bf325936f0d4,quizzical_bassi,0.00%,206.2MiB/1.907GiB,10.56%,7.77MB/85.9kB,14,0B/0B,0,07:12:18
94a5e840e4ee,quizzical_lumiere,104.90%,219.3MiB/1.907GiB,11.23%,7.81MB/136kB,15,0B/0B,0,07:12:18
aa9a80dc3b74,romantic_minsky,100.75%,223.5MiB/1.907GiB,11.45%,7.76MB/85.4kB,16,0B/0B,0,07:12:18
bd8d9a27081d,jovial_shtern,0.00%,225.4MiB/1.907GiB,11.54%,7.8MB/119kB,17,0B/0B,0,07:12:18
7670e3dbd618,eager_lalande,0.00%,225.5MiB/1.907GiB,11.55%,7.79MB/111kB,2,0B/2.21MB,0,07:15:54
9e7793857440,amazing_sammet,104.15%,227.7MiB/1.907GiB,11.66%,7.78MB/99.8kB,3,0B/1.97MB,0,07:15:54
10a49da7af30,eloquent_brattain,105.97%,238.5MiB/1.907GiB,12.21%,7.77MB/98.2kB,4,0B/2.17MB,0,07:15:54
cd37e528d1bb,focused_pasteur,0.24%,400.7MiB/1.907GiB,20.51%,7.82MB/2.42MB,5,0B/2.17MB,0,07:15:54
920495a9a494,elegant_ramanujan,0.00%,391.7MiB/1.907GiB,20.05%,7.8MB/2.33MB,6,0B/2.21MB,0,07:15:54
5608e6f55026,naughty_spence,0.00%,410.3MiB/1.907GiB,21.01%,7.79MB/2.34MB,7,0B/2.17MB,0,07:15:54
eee097b77304,serene_bhabha,0.00%,405.1MiB/1.907GiB,20.74%,7.81MB/2.34MB,8,0B/2.24MB,0,07:15:54
887cd0a08ab3,musing_bhabha,0.00%,393MiB/1.907GiB,20.12%,7.79MB/2.32MB,9,0B/2.23MB,0,07:15:54
ec000ec65253,kind_lamarr,0.04%,416.5MiB/1.907GiB,21.33%,7.82MB/2.37MB,10,0B/1.02MB,0,07:15:54
67091c27de95,musing_shockley,0.00%,412.9MiB/1.907GiB,21.14%,7.79MB/2.33MB,11,0B/1.02MB,0,07:15:54
d30ffda71480,wizardly_visvesvaraya,0.03%,399.4MiB/1.907GiB,20.45%,7.81MB/2.37MB,12,0B/1.07MB,0,07:15:54
5b0a27c14e0e,modest_newton9,0.00%,390.4MiB/1.907GiB,19.99%,7.84MB/2.34MB,13,0B/1.02MB,0,07:15:54
bf325936f0d4,quizzical_bassi,0.00%,408.2MiB/1.907GiB,20.90%,7.8MB/2.32MB,14,0B/1.02MB,0,07:15:54
94a5e840e4ee,quizzical_lumiere,0.00%,409MiB/1.907GiB,20.94%,7.84MB/2.38MB,15,0B/1.07MB,0,07:15:54
aa9a80dc3b74,romantic_minsky,0.00%,401.2MiB/1.907GiB,20.54%,7.81MB/2.48MB,16,0B/1.09MB,0,07:15:54
bd8d9a27081d,jovial_shtern,0.00%,410.5MiB/1.907GiB,21.02%,7.84MB/2.36MB,17,0B/1.11MB,0,07:15:54
