calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
6.81,4.83,91.9,1.74,0.0,0.0,0.0,15.04,9.22,28.34
1.88,0.0,0.0,0.0,3598.711771220767,0.21706190237989387,-19.363377174776904,0.0,1.2,20.42
1.82,0.0,0.0,0.0,3683.2539789134985,0.21308399395139985,-20.180484282915916,0.0,1.21,22.33
1.01,0.0,0.0,0.0,469.8277083681,0.17383211578002938,0.4069225611589825,0.0,1.21,22.61
1.82,0.0,0.0,0.0,3570.180601993251,0.20894457723109428,-17.66653661036253,0.0,1.2,21.0
0.66,0.0,0.0,0.0,3031.2666408494615,0.21679442660347825,-19.177583530944023,0.0,2.12,17.77
0.68,0.0,0.0,0.0,2357.5252540554093,0.21039346561832103,-20.097948080707376,0.0,1.72,21.57
2.03,0.0,0.0,0.0,420.7065378029507,0.17435100136120793,0.4340981410295861,0.0,2.72,21.79
1.88,0.0,0.0,0.0,2596.4344763331023,0.20762454436983943,-17.415441805707363,0.0,2.16,22.41
1.03,0.0,0.0,0.0,3798.987866724447,0.2195401693696258,-19.69662029228188,0.0,1.61,22.19
0.4,0.0,0.0,0.0,2496.9017304037757,0.2123161250758004,-20.153258906646553,0.0,1.62,17.08
1.33,0.0,0.0,0.0,568.3791533874396,0.17271629638696778,0.4357293790866118,0.0,1.61,17.14
0.43,0.0,0.0,0.0,3109.225928943538,0.21719355229547063,-18.54810533383328,0.0,1.62,17.22
0.43,0.0,0.0,0.0,2832.803297672407,0.21299747189430315,-19.28896223976517,0.0,1.48,16.7
1.14,0.0,0.0,0.0,4552.285678017246,0.2147014517948999,-20.312908262386212,0.0,3.22,23.01
0.39,0.0,0.0,0.0,501.73121783026954,0.17532818529403948,0.4144795521086785,0.0,2.07,18.76
0.43,0.0,0.0,0.0,4177.268192003773,0.21373266938403743,-18.073991564162284,0.0,1.71,20.94
