calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
10.4,4.48,230.32,11.76,0.0,0.0,0.0,17.73,13.09,40.53
0.95,0.0,0.0,0.0,1219.133713977632,0.6901451980608672,-4.911683269806215,0.0,1.31,19.33
2.71,0.0,0.0,0.0,6445.8459616895,0.887559172889713,-77.7149985951068,0.0,6.97,28.97
0.63,0.0,0.0,0.0,2776.760247149506,0.7229457666145258,-5.390947142443872,0.0,1.33,19.56
2.3,0.0,0.0,0.0,6479.195207173863,0.8976240707783706,-77.50867991299276,0.0,8.45,23.76
3.24,0.0,0.0,0.0,1126.1066538853422,0.7279143016508327,-5.1359707203015565,0.0,8.02,24.76
0.58,0.0,0.0,0.0,4462.7254704826855,0.897818428817789,-77.27213410306447,0.0,7.12,18.13
0.58,0.0,0.0,0.0,1075.529322615147,0.7237993740306677,-5.216998671021019,0.0,1.32,20.57
3.07,0.0,0.0,0.0,6109.651700974474,0.9041445945248272,-78.61318889894733,0.0,1.41,22.2
0.43,0.0,0.0,0.0,1047.0974970816612,0.6996426799857745,-4.992061895183515,0.0,8.24,35.73
2.32,0.0,0.0,0.0,4972.042209545182,0.9029496197956012,-78.8760653322397,0.0,7.55,34.63
0.43,0.0,0.0,0.0,1413.7921394409018,0.7149558301206519,-5.0654629861802976,0.0,1.31,19.07
0.44,0.0,0.0,0.0,7623.543861753509,0.8781811177187558,-76.22474018398194,0.0,9.2,34.69
0.44,0.0,0.0,0.0,1093.1988303468406,0.713546250016996,-5.131483523042449,0.0,1.32,21.53
0.43,0.0,0.0,0.0,7105.93335047441,0.8943747714643402,-77.44707578174277,0.0,1.31,18.67
0.47,0.0,0.0,0.0,1061.0466535964467,0.7068997757877724,-5.179053599164357,0.0,7.62,34.05
0.43,0.0,0.0,0.0,6227.936429330087,0.9032051685628792,-77.76684943558824,0.0,1.31,21.22
