calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
10.47,5.03,164.42,3.19,0.0,0.0,0.0,8.52,13.27,37.44
2.05,0.0,0.0,0.0,3058.9883362626406,0.2272180556279237,-20.515487322552136,0.0,2.18,21.48
0.62,0.0,0.0,0.0,3317.3940373122127,0.22723642898624363,-21.52005120865459,0.0,1.44,21.0
0.57,0.0,0.0,0.0,675.7481334266347,0.185601572252373,0.37906630629744265,0.0,5.57,28.75
0.58,0.0,0.0,0.0,3390.7262895896183,0.2227265303314533,-18.690880542193057,0.0,8.12,28.12
0.59,0.0,0.0,0.0,5092.379819357923,0.23059547985067577,-21.22091405565163,0.0,2.19,21.52
0.56,0.0,0.0,0.0,3950.77235778498,0.22740098740155623,-21.616441819231355,0.0,1.28,23.36
0.69,0.0,0.0,0.0,625.7360882511356,0.1850688347773999,0.36107602462617305,0.0,1.96,23.42
0.57,0.0,0.0,0.0,5173.676239367082,0.2241933346405987,-19.287553808853403,0.0,5.18,31.22
0.46,0.0,0.0,0.0,5009.886754855147,0.22447896978663007,-20.66790629858868,0.0,5.2,25.8
0.43,0.0,0.0,0.0,5949.509978261481,0.22387042123833817,-20.924863907118684,0.0,2.01,19.06
0.45,0.0,0.0,0.0,517.0012699592223,0.1840316166442511,0.36325934675364624,0.0,1.46,22.86
0.52,0.0,0.0,0.0,2893.375542927286,0.22616297097444152,-19.22114360899426,0.0,5.1,27.72
2.26,0.0,0.0,0.0,2848.3953291034513,0.2300966034958135,-20.539295304813564,0.0,5.61,29.02
1.13,0.0,0.0,0.0,3070.878233122694,0.22829544170804827,-21.11981968744139,0.0,1.45,21.68
2.31,0.0,0.0,0.0,595.2672682133484,0.18444259694030035,0.3499996076185278,0.0,1.63,23.46
2.98,0.0,0.0,0.0,6298.552175728219,0.23246813182886383,-19.865994240102665,0.0,1.44,31.65
