CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,BLOCKI/O,PIDS_JULIA,PIDS_DOCKER,TIMESTAMP
d220ec4c5c94,frosty_hopper,99.65%,192.8MiB/1.907GiB,9.87%,5.9MB/45.4kB,108,0B/0B,0,10:15:36
afc0c27bb020,peaceful_noether,100.05%,199.4MiB/1.907GiB,10.21%,5.94MB/70.8kB,109,0B/0B,0,10:15:36
d220ec4c5c94,frosty_hopper,53.70%,200.3MiB/1.907GiB,10.25%,9.06MB/87.9kB,108,0B/0B,0,10:15:45
afc0c27bb020,peaceful_noether,99.68%,205.4MiB/1.907GiB,10.52%,9.12MB/117kB,109,0B/0B,0,10:15:45
d220ec4c5c94,frosty_hopper,99.90%,222.4MiB/1.907GiB,11.39%,9.08MB/91.7kB,108,0B/0B,0,10:15:54
afc0c27bb020,peaceful_noether,99.66%,216.5MiB/1.907GiB,11.09%,9.12MB/119kB,109,0B/0B,0,10:15:54
d220ec4c5c94,frosty_hopper,98.69%,229.8MiB/1.907GiB,11.77%,9.08MB/94.8kB,108,0B/24.6kB,0,10:16:04
afc0c27bb020,peaceful_noether,99.73%,241.3MiB/1.907GiB,12.35%,9.12MB/124kB,109,0B/164kB,0,10:16:04
