calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
7.07,4.6,165.75,1.27,0.0,0.0,0.0,13.62,20.03,40.77
0.76,0.0,0.0,0.0,9141.29762219828,0.3630535650913668,-33.61665924894379,0.0,12.6,23.02
2.2,0.0,0.0,0.0,685.9323649498109,0.2822263149053054,-0.5018610541457453,0.0,16.61,22.76
1.34,0.0,0.0,0.0,3216.95976645168,0.36734382748020866,-31.5418244931884,0.0,11.56,20.48
0.57,0.0,0.0,0.0,4819.120537106927,0.3754478248842736,-34.88349187937605,0.0,10.24,28.84
0.7,0.0,0.0,0.0,614.0877091657206,0.27636285354516704,-0.44243263570631064,0.0,2.08,28.5
0.79,0.0,0.0,0.0,3563.0722389212656,0.3672139462559485,-30.948287229971623,0.0,16.07,19.69
1.17,0.0,0.0,0.0,4837.202867060876,0.3612535698375931,-33.346980596975705,0.0,1.32,26.55
1.15,0.0,0.0,0.0,619.2211750708409,0.285277995376518,-0.49978139311469905,0.0,1.87,24.36
1.0,0.0,0.0,0.0,5378.449570781506,0.3613246818317452,-31.126373113611727,0.0,10.93,17.15
0.43,0.0,0.0,0.0,3937.74946038256,0.3712554160092175,-34.41932057388118,0.0,1.28,19.76
1.34,0.0,0.0,0.0,829.027576807273,0.2771446601887051,-0.4723240524151011,0.0,12.55,16.74
0.42,0.0,0.0,0.0,4146.417996663947,0.3651002168740543,-30.98406149759986,0.0,1.3,31.4
1.44,0.0,0.0,0.0,3616.112462178333,0.3610581200818807,-33.81618335147058,0.0,10.88,16.76
0.53,0.0,0.0,0.0,1982.5349111662576,0.27653187905858967,-0.47114283770030974,0.0,2.05,35.93
1.01,0.0,0.0,0.0,10445.013275833297,0.3712528643341743,-32.25249277771328,0.0,15.39,17.19
0.44,0.0,0.0,0.0,3559.7499369843604,0.376934088393541,-34.77146754925508,0.0,2.02,27.78
