CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
85a9a9115fcb,frosty_snyder,102.95%,158.6MiB/1.907GiB,8.12%,1.79MB/35.1kB,2,0B/0B,0,06:21:43
334717ecc8db,naughty_northcutt,77.66%,186.2MiB/1.907GiB,9.53%,4.27MB/58kB,3,0B/0B,0,06:21:43
b99ea910cae2,competent_euclid,0.00%,187.4MiB/1.907GiB,9.59%,4.26MB/70.1kB,4,0B/0B,0,06:21:43
7df6db1a2163,frosty_cray,102.39%,195.6MiB/1.907GiB,10.02%,5.9MB/81kB,5,0B/0B,0,06:21:43
6bea12d86223,festive_kepler,3.78%,202MiB/1.907GiB,10.34%,6.12MB/96kB,6,0B/0B,0,06:21:43
78bdfbc4842f,adoring_nobel,1.13%,195.8MiB/1.907GiB,10.02%,6.28MB/117kB,7,0B/0B,0,06:21:43
dfbb0ee4a87c,suspicious_hamilton,103.42%,221.5MiB/1.907GiB,11.34%,7.79MB/94.6kB,8,0B/0B,0,06:21:43
f3cae094220f,upbeat_hypatia,33.25%,208.5MiB/1.907GiB,10.68%,7.79MB/99.8kB,9,0B/1.06MB,0,06:21:43
d54e7e03f488,modest_vaughan,100.55%,217.7MiB/1.907GiB,11.15%,7.79MB/125kB,10,0B/0B,0,06:21:43
64a80e33fb74,naughty_leakey,105.05%,223.4MiB/1.907GiB,11.44%,7.78MB/118kB,11,0B/0B,0,06:21:43
6542f3d25f1f,vibrant_wescoff,0.00%,221.9MiB/1.907GiB,11.36%,7.78MB/118kB,12,0B/0B,0,06:21:43
44ca3c804f1a,quirky_franklin,104.27%,228.2MiB/1.907GiB,11.68%,7.79MB/138kB,13,0B/328kB,0,06:21:43
baa817cac732,infallible_swanson,0.00%,256.5MiB/1.907GiB,13.13%,7.82MB/111kB,14,0B/197kB,0,06:21:43
1172508c155d,sad_banach,0.00%,226.2MiB/1.907GiB,11.58%,7.86MB/131kB,15,0B/1.03MB,0,06:21:43
b02b8e822c8a,admiring_swartz,0.00%,220.6MiB/1.907GiB,11.29%,7.78MB/143kB,16,0B/1.03MB,0,06:21:43
cd46d98251bf,determined_liskov,0.00%,229.5MiB/1.907GiB,11.75%,7.81MB/147kB,17,0B/1.02MB,0,06:21:43
