calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
29.49,5.74,253.47,4.92,0.0,0.0,0.0,30.09,31.06,80.11
10.24,0.0,0.0,0.0,4315.213613054393,0.37606321865861897,-34.70379872446843,0.0,1.18,67.31
2.84,0.0,0.0,0.0,2008.475489253444,0.284158949062365,-0.4918465143875983,0.0,1.42,63.17
7.14,0.0,0.0,0.0,3202.01166084653,0.3816540254392718,-32.992694875581186,0.0,2.66,56.69
0.61,0.0,0.0,0.0,4215.871442726151,0.38008828468791583,-34.37999787178483,0.0,1.15,66.57
9.67,0.0,0.0,0.0,772.2070333256617,0.2910762728333157,-0.5512938173585882,0.0,1.28,61.31
0.59,0.0,0.0,0.0,481874.71417365375,0.36350927811832784,-30.98401932891579,0.0,1.19,65.29
0.71,0.0,0.0,0.0,3548.1681706328727,0.37533975504222,-35.27278234795235,0.0,1.22,54.82
0.6,0.0,0.0,0.0,721.8922752177215,0.27907972845400153,-0.5034506711448452,0.0,1.11,65.65
0.42,0.0,0.0,0.0,3939.601617170052,0.3758080843446285,-32.11196832892453,0.0,1.24,70.79
4.87,0.0,0.0,0.0,3487.946424816298,0.3677257476424115,-34.074477054903745,0.0,1.94,63.77
1.83,0.0,0.0,0.0,714.1079636731517,0.2807189809079966,-0.4623019102358443,0.0,1.85,55.12
0.46,0.0,0.0,0.0,4294.31937597847,0.3757383314426646,-32.136591620978265,0.0,1.17,64.61
0.44,0.0,0.0,0.0,4823.536884178993,0.3802889982739043,-36.16981410362844,0.0,1.2,62.69
0.43,0.0,0.0,0.0,693.478898959289,0.28699420589753,-0.5081155382522158,0.0,1.26,74.01
0.42,0.0,0.0,0.0,4915.680283499731,0.3770812596647188,-32.69358277124385,0.0,1.32,71.17
0.61,0.0,0.0,0.0,4889.901106705694,0.37151051101104393,-35.39127633131918,0.0,1.2,75.31
