CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,BLOCKI/O,PIDS_JULIA,PIDS_DOCKER,TIMESTAMP
1222ef22e904,laughing_wescoff,100.10%,196.6MiB/1.907GiB,10.07%,5.9MB/42.6kB,104,0B/0B,0,10:13:59
c39dd74c1b4d,distracted_roentgen,100.30%,192.4MiB/1.907GiB,9.85%,5.9MB/42.9kB,105,0B/0B,0,10:13:59
1222ef22e904,laughing_wescoff,94.35%,200.6MiB/1.907GiB,10.27%,9.04MB/82.1kB,104,0B/0B,0,10:14:08
c39dd74c1b4d,distracted_roentgen,92.58%,202.1MiB/1.907GiB,10.35%,9.08MB/91.9kB,105,0B/0B,0,10:14:08
1222ef22e904,laughing_wescoff,100.07%,219.8MiB/1.907GiB,11.26%,9.08MB/88kB,104,0B/0B,0,10:14:17
c39dd74c1b4d,distracted_roentgen,99.36%,214.1MiB/1.907GiB,10.96%,9.08MB/93.8kB,105,0B/0B,0,10:14:17
1222ef22e904,laughing_wescoff,100.02%,228.6MiB/1.907GiB,11.70%,9.08MB/90.1kB,104,0B/0B,0,10:14:26
c39dd74c1b4d,distracted_roentgen,99.73%,240.3MiB/1.907GiB,12.30%,9.08MB/99.1kB,105,0B/229kB,0,10:14:26
