CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,BLOCKI/O,PIDS_JULIA,PIDS_DOCKER,TIMESTAMP
f77dcb4a1225,modest_wilson,100.15%,196.8MiB/1.907GiB,10.08%,5.92MB/67kB,80,0B/0B,0,10:04:20
30ee843acc92,awesome_tereshkova,100.36%,206.6MiB/1.907GiB,10.58%,5.9MB/42.7kB,81,0B/0B,0,10:04:20
f77dcb4a1225,modest_wilson,82.89%,202.7MiB/1.907GiB,10.38%,9.08MB/113kB,80,0B/0B,0,10:04:29
30ee843acc92,awesome_tereshkova,76.43%,207.1MiB/1.907GiB,10.60%,9.08MB/77.1kB,81,0B/0B,0,10:04:29
f77dcb4a1225,modest_wilson,99.67%,218.9MiB/1.907GiB,11.21%,9.12MB/119kB,80,0B/0B,0,10:04:38
30ee843acc92,awesome_tereshkova,99.83%,217.6MiB/1.907GiB,11.14%,9.08MB/78.3kB,81,0B/0B,0,10:04:38
f77dcb4a1225,modest_wilson,99.99%,223MiB/1.907GiB,11.42%,9.12MB/121kB,80,0B/0B,0,10:04:47
30ee843acc92,awesome_tereshkova,99.88%,244.1MiB/1.907GiB,12.50%,9.08MB/82.7kB,81,0B/131kB,0,10:04:47
