CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
9fbba3466810,kind_ramanujan,83.68%,182.7MiB/1.907GiB,9.35%,12.5MB/57.5kB,2,0B/0B,0,19:05:17
e0f992250cf8,sad_proskuriakova,90.10%,244.1MiB/1.907GiB,12.50%,12.5MB/60kB,3,102kB/0B,0,19:05:17
3f77df6c15ab,angry_mclean,70.14%,243.6MiB/1.907GiB,12.47%,12.5MB/57kB,4,0B/0B,0,19:05:17
1156ebe9e058,amazing_hawking,99.70%,243MiB/1.907GiB,12.44%,12.5MB/64.6kB,5,0B/0B,0,19:05:17
91f4bc6e5824,vigilant_mayer,0.00%,207.1MiB/1.907GiB,10.60%,12.6MB/64.7kB,6,0B/0B,0,19:05:17
8c6b61219c92,serene_elion,101.27%,213.3MiB/1.907GiB,10.92%,13.9MB/64.6kB,7,0B/0B,0,19:05:17
0cbbd7fdd228,dazzling_payne,0.00%,202.1MiB/1.907GiB,10.35%,14.2MB/84.4kB,8,0B/0B,0,19:05:17
3191bd77eaab,nervous_bhabha3,0.00%,197.3MiB/1.907GiB,10.10%,15.8MB/97kB,9,0B/0B,0,19:05:17
9fbba3466810,kind_ramanujan,0.00%,203.8MiB/1.907GiB,10.44%,15.8MB/101kB,2,0B/0B,0,19:06:17
e0f992250cf8,sad_proskuriakova,0.00%,208.2MiB/1.907GiB,10.66%,15.8MB/102kB,3,102kB/1.59MB,0,19:06:17
3f77df6c15ab,angry_mclean,99.97%,217.1MiB/1.907GiB,11.12%,15.8MB/98.3kB,4,0B/16.4kB,0,19:06:17
1156ebe9e058,amazing_hawking,99.60%,227.7MiB/1.907GiB,11.66%,15.8MB/133kB,5,0B/909kB,0,19:06:17
91f4bc6e5824,vigilant_mayer,80.96%,234.2MiB/1.907GiB,11.99%,15.8MB/132kB,6,0B/2.7MB,0,19:06:17
8c6b61219c92,serene_elion,94.26%,239.4MiB/1.907GiB,12.26%,15.8MB/106kB,7,0B/1.11MB,0,19:06:17
0cbbd7fdd228,dazzling_payne,0.00%,336.7MiB/1.907GiB,17.24%,15.9MB/1.29MB,8,0B/1.11MB,0,19:06:17
3191bd77eaab,nervous_bhabha3,0.00%,331.5MiB/1.907GiB,16.97%,15.8MB/1.3MB,9,0B/1.11MB,0,19:06:17
