CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
c162ce959818,wizardly_turing,95.55%,142.2MiB/1.907GiB,7.28%,1.76MB/31.3kB,2,0B/0B,0,18:32:07
c68c3c5dfc6c,vigilant_booth,31.50%,161.3MiB/1.907GiB,8.26%,2.25MB/38.5kB,3,0B/0B,0,18:32:07
611c41b285ea,naughty_jones,102.40%,250.6MiB/1.907GiB,12.83%,12.5MB/62.3kB,4,0B/0B,0,18:32:07
ddcee4912839,elated_lewin,104.04%,245.7MiB/1.907GiB,12.58%,12.5MB/56.9kB,5,0B/0B,0,18:32:07
8efa6f1ca706,friendly_poincare,103.48%,243.5MiB/1.907GiB,12.46%,12.5MB/59.7kB,6,0B/0B,0,18:32:07
892d9978a738,suspicious_lewin8,0.00%,204.6MiB/1.907GiB,10.48%,12.6MB/90.6kB,7,0B/0B,0,18:32:07
0363c9544b25,amazing_ptolemy,96.04%,249.2MiB/1.907GiB,12.76%,12.5MB/73.4kB,8,0B/0B,0,18:32:07
85b6967d6dc7,eager_northcutt,101.28%,240.7MiB/1.907GiB,12.32%,12.5MB/74.6kB,9,0B/0B,0,18:32:07
c162ce959818,wizardly_turing,0.00%,203.8MiB/1.907GiB,10.43%,12.6MB/60.5kB,2,0B/0B,0,18:33:55
c68c3c5dfc6c,vigilant_booth,102.24%,206.3MiB/1.907GiB,10.56%,13.8MB/83.8kB,3,0B/0B,0,18:33:55
611c41b285ea,naughty_jones,100.94%,194.9MiB/1.907GiB,9.98%,14MB/90.4kB,4,0B/0B,0,18:33:55
ddcee4912839,elated_lewin,100.17%,218.1MiB/1.907GiB,11.17%,14MB/74.2kB,5,0B/0B,0,18:33:55
8efa6f1ca706,friendly_poincare,21.68%,194.8MiB/1.907GiB,9.97%,14.2MB/94.8kB,6,0B/0B,0,18:33:55
892d9978a738,suspicious_lewin8,0.00%,194.2MiB/1.907GiB,9.95%,15.8MB/150kB,7,0B/0B,0,18:33:55
0363c9544b25,amazing_ptolemy,0.00%,202.4MiB/1.907GiB,10.36%,15.8MB/130kB,8,0B/0B,0,18:33:55
85b6967d6dc7,eager_northcutt,1.65%,194MiB/1.907GiB,9.93%,15.8MB/138kB,9,0B/0B,0,18:33:55
c162ce959818,wizardly_turing,102.39%,205MiB/1.907GiB,10.49%,15.9MB/126kB,2,0B/0B,0,18:35:16
c68c3c5dfc6c,vigilant_booth,0.00%,206.2MiB/1.907GiB,10.56%,15.8MB/120kB,3,0B/1.06MB,0,18:35:16
611c41b285ea,naughty_jones,102.47%,206.8MiB/1.907GiB,10.59%,15.8MB/123kB,4,0B/1.06MB,0,18:35:16
ddcee4912839,elated_lewin,0.00%,236.1MiB/1.907GiB,12.09%,15.8MB/99.5kB,5,0B/795kB,0,18:35:16
8efa6f1ca706,friendly_poincare,275.08%,213.6MiB/1.907GiB,10.93%,15.8MB/117kB,6,0B/1.08MB,0,18:35:16
892d9978a738,suspicious_lewin8,40.51%,216.6MiB/1.907GiB,11.09%,15.8MB/158kB,7,0B/1.08MB,0,18:35:16
0363c9544b25,amazing_ptolemy,102.47%,236.9MiB/1.907GiB,12.13%,15.8MB/141kB,8,0B/1.38MB,0,18:35:16
85b6967d6dc7,eager_northcutt,102.53%,217.6MiB/1.907GiB,11.14%,15.8MB/144kB,9,0B/1.18MB,0,18:35:16
c162ce959818,wizardly_turing,109.09%,223MiB/1.907GiB,11.42%,15.9MB/131kB,2,0B/1.18MB,0,18:36:20
c68c3c5dfc6c,vigilant_booth,0.00%,231.6MiB/1.907GiB,11.86%,15.8MB/125kB,3,0B/1.57MB,0,18:36:20
611c41b285ea,naughty_jones,0.00%,232.4MiB/1.907GiB,11.90%,15.8MB/134kB,4,0B/2.17MB,0,18:36:20
ddcee4912839,elated_lewin,0.00%,274.1MiB/1.907GiB,14.04%,15.8MB/109kB,5,0B/1.9MB,0,18:36:20
8efa6f1ca706,friendly_poincare,0.00%,230.4MiB/1.907GiB,11.79%,15.8MB/125kB,6,0B/2.17MB,0,18:36:20
892d9978a738,suspicious_lewin8,33.25%,237.1MiB/1.907GiB,12.14%,15.8MB/166kB,7,0B/2.17MB,0,18:36:20
0363c9544b25,amazing_ptolemy,0.00%,339MiB/1.907GiB,17.36%,15.9MB/1.39MB,8,0B/2.17MB,0,18:36:20
85b6967d6dc7,eager_northcutt,0.05%,326.5MiB/1.907GiB,16.72%,15.8MB/1.35MB,9,0B/2.17MB,0,18:36:20
c68c3c5dfc6c,vigilant_booth,0.00%,306.7MiB/1.907GiB,15.70%,15.8MB/1.32MB,3,0B/2.17MB,0,18:38:10
611c41b285ea,naughty_jones,0.00%,326.5MiB/1.907GiB,16.72%,15.9MB/1.33MB,4,0B/2.17MB,0,18:38:10
ddcee4912839,elated_lewin,0.00%,370.5MiB/1.907GiB,18.97%,15.8MB/1.33MB,5,258kB/1.9MB,0,18:38:10
8efa6f1ca706,friendly_poincare,0.00%,326.2MiB/1.907GiB,16.70%,15.9MB/1.37MB,6,0B/2.17MB,0,18:38:10
892d9978a738,suspicious_lewin8,0.00%,330.6MiB/1.907GiB,16.93%,15.8MB/1.37MB,7,0B/2.17MB,0,18:38:10
0363c9544b25,amazing_ptolemy,0.00%,335.6MiB/1.907GiB,17.18%,15.9MB/1.39MB,8,1.56MB/2.17MB,0,18:38:10
85b6967d6dc7,eager_northcutt,0.00%,326.5MiB/1.907GiB,16.71%,15.8MB/1.35MB,9,0B/2.17MB,0,18:38:10
c68c3c5dfc6c,vigilant_booth,0.05%,16.52MiB/1.907GiB,0.85%,15.8MB/1.32MB,3,0B/2.17MB,0,18:39:30
611c41b285ea,naughty_jones,0.00%,326.5MiB/1.907GiB,16.72%,15.9MB/1.33MB,4,0B/2.17MB,0,18:39:30
ddcee4912839,elated_lewin,0.00%,370.4MiB/1.907GiB,18.96%,15.8MB/1.33MB,5,258kB/1.9MB,0,18:39:30
8efa6f1ca706,friendly_poincare,0.00%,326.2MiB/1.907GiB,16.70%,15.9MB/1.37MB,6,0B/2.17MB,0,18:39:30
892d9978a738,suspicious_lewin8,0.00%,330.5MiB/1.907GiB,16.92%,15.8MB/1.37MB,7,0B/2.17MB,0,18:39:30
0363c9544b25,amazing_ptolemy,0.00%,335.6MiB/1.907GiB,17.18%,15.9MB/1.39MB,8,1.56MB/2.17MB,0,18:39:30
85b6967d6dc7,eager_northcutt,0.00%,326.5MiB/1.907GiB,16.71%,15.8MB/1.35MB,9,0B/2.17MB,0,18:39:30
0363c9544b25,amazing_ptolemy,0.00%,335.6MiB/1.907GiB,17.18%,15.9MB/1.39MB,8,1.56MB/2.17MB,0,18:40:30
85b6967d6dc7,eager_northcutt,0.00%,326.5MiB/1.907GiB,16.71%,15.8MB/1.35MB,9,0B/2.17MB,0,18:40:30
0363c9544b25,amazing_ptolemy,0.00%,335.6MiB/1.907GiB,17.18%,15.9MB/1.39MB,8,1.56MB/2.17MB,0,18:40:46
85b6967d6dc7,eager_northcutt,0.00%,16.32MiB/1.907GiB,0.84%,15.8MB/1.35MB,9,111kB/2.17MB,0,18:40:46
