CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
c9278ab7559e,stoic_goldwasser,99.85%,177.6MiB/1.907GiB,9.10%,3.65MB/63.1kB,2,0B/0B,0,14:56:08
6568cb4eaa3f,thirsty_boyd,100.56%,193.7MiB/1.907GiB,9.92%,5.67MB/113kB,3,0B/0B,0,14:56:08
6ecdc81dc7e2,unruffled_babbage,100.03%,206.5MiB/1.907GiB,10.57%,7.33MB/120kB,4,0B/0B,0,14:56:08
0240afe978b5,gracious_hopper,0.00%,210.1MiB/1.907GiB,10.76%,7.36MB/108kB,5,0B/0B,0,14:56:08
4c4cab439fd1,happy_hypatia,99.68%,221.2MiB/1.907GiB,11.33%,7.36MB/128kB,6,0B/1.08MB,0,14:56:08
1ecb473eedb6,pedantic_boyd0,97.43%,224.1MiB/1.907GiB,11.47%,7.35MB/145kB,7,0B/1.15MB,0,14:56:08
34acd4f712b4,jolly_bartik,103.40%,227MiB/1.907GiB,11.62%,7.33MB/109kB,8,0B/1.7MB,0,14:56:08
b68084c52a1e,elegant_engelbart,0.00%,223.4MiB/1.907GiB,11.44%,7.32MB/105kB,9,0B/1.11MB,0,14:56:08
c9278ab7559e,stoic_goldwasser,0.00%,310.5MiB/1.907GiB,15.90%,7.39MB/1.35MB,2,0B/2.17MB,0,14:57:23
6568cb4eaa3f,thirsty_boyd,0.00%,323.8MiB/1.907GiB,16.58%,7.4MB/1.56MB,3,0B/1.9MB,0,14:57:23
6ecdc81dc7e2,unruffled_babbage,0.00%,315.9MiB/1.907GiB,16.18%,7.35MB/1.31MB,4,0B/1.11MB,0,14:57:23
0240afe978b5,gracious_hopper,0.00%,326.7MiB/1.907GiB,16.73%,7.37MB/1.3MB,5,0B/1.11MB,0,14:57:23
4c4cab439fd1,happy_hypatia,0.00%,317.3MiB/1.907GiB,16.25%,7.37MB/1.31MB,6,0B/2.17MB,0,14:57:23
1ecb473eedb6,pedantic_boyd0,0.00%,318.2MiB/1.907GiB,16.29%,7.38MB/1.36MB,7,0B/2.17MB,0,14:57:23
34acd4f712b4,jolly_bartik,0.00%,329.8MiB/1.907GiB,16.89%,7.35MB/1.3MB,8,0B/1.9MB,0,14:57:23
b68084c52a1e,elegant_engelbart,0.00%,319.8MiB/1.907GiB,16.38%,7.34MB/1.28MB,9,0B/1.11MB,0,14:57:23
1ecb473eedb6,pedantic_boyd0,0.00%,17.29MiB/1.907GiB,0.89%,7.38MB/1.36MB,7,0B/2.17MB,0,14:58:41
34acd4f712b4,jolly_bartik,0.00%,329.8MiB/1.907GiB,16.89%,7.35MB/1.3MB,8,0B/1.9MB,0,14:58:41
b68084c52a1e,elegant_engelbart,0.00%,317MiB/1.907GiB,16.23%,7.34MB/1.28MB,9,0B/1.11MB,0,14:58:41
