CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,BLOCKI/O,PIDS_JULIA,PIDS_DOCKER,TIMESTAMP
8bb8919ee9d9,flamboyant_agnesi,99.85%,190.5MiB/1.907GiB,9.75%,5.92MB/74.3kB,74,0B/0B,0,10:01:55
33e6058dc503,xenodochial_heyrovsky7,100.08%,192.5MiB/1.907GiB,9.86%,5.92MB/66.9kB,75,0B/0B,0,10:01:55
8bb8919ee9d9,flamboyant_agnesi,84.57%,197.9MiB/1.907GiB,10.13%,9.07MB/113kB,74,0B/0B,0,10:02:04
33e6058dc503,xenodochial_heyrovsky7,100.14%,202.4MiB/1.907GiB,10.36%,9.1MB/118kB,75,0B/0B,0,10:02:04
8bb8919ee9d9,flamboyant_agnesi,99.71%,216.1MiB/1.907GiB,11.06%,9.1MB/118kB,74,0B/0B,0,10:02:14
33e6058dc503,xenodochial_heyrovsky7,99.66%,214MiB/1.907GiB,10.96%,9.1MB/121kB,75,0B/0B,0,10:02:14
8bb8919ee9d9,flamboyant_agnesi,99.50%,223.1MiB/1.907GiB,11.42%,9.1MB/122kB,74,0B/73.7kB,0,10:02:23
33e6058dc503,xenodochial_heyrovsky7,99.29%,239.1MiB/1.907GiB,12.24%,9.1MB/125kB,75,0B/229kB,0,10:02:23
