calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
24.46,15.68,203.08,15.17,0.0,0.0,0.0,14.43,18.2,45.54
0.59,0.0,0.0,0.0,1452.8071959712154,0.675519776107884,-4.751009600834777,0.0,1.34,19.64
0.66,0.0,0.0,0.0,7047.005559145042,0.8484448714329738,-75.22326069894771,0.0,6.97,31.27
0.64,0.0,0.0,0.0,1757.0612649096713,0.6717967424239977,-4.822287573552898,0.0,1.37,17.71
0.57,0.0,0.0,0.0,4426.534969069652,0.8492598400997743,-74.69258544025791,0.0,1.24,37.8
0.61,0.0,0.0,0.0,1107.2176805027389,0.6667121651500357,-4.671969044427329,0.0,1.32,20.67
0.62,0.0,0.0,0.0,4505.53915942632,0.8457281445519963,-73.69416018711692,0.0,1.32,20.34
0.59,0.0,0.0,0.0,1046.6875179154465,0.6685087490015361,-4.5564493857435195,0.0,1.39,20.19
0.66,0.0,0.0,0.0,5865.8245472177205,0.8475850388176057,-73.83356806902187,0.0,15.4,31.55
0.42,0.0,0.0,0.0,1186.0129594705422,0.670818291744675,-4.602046054215081,0.0,2.24,20.63
0.42,0.0,0.0,0.0,5275.75630169112,0.8655603590040434,-74.22297166214292,0.0,1.22,25.08
0.46,0.0,0.0,0.0,1645.689093178468,0.652819134363824,-4.516708833857568,0.0,1.24,28.45
0.45,0.0,0.0,0.0,5639.321115792775,0.8319592502351695,-72.92473705026549,0.0,5.73,37.25
0.46,0.0,0.0,0.0,1030.3712147972929,0.678406537521448,-4.690736905174216,0.0,1.16,34.07
0.44,0.0,0.0,0.0,4886.743203865517,0.883398160393424,-77.29358516903605,0.0,1.37,18.77
0.41,0.0,0.0,0.0,1310.2077593403333,0.6632337855186698,-4.4610801789177685,0.0,1.17,22.1
0.42,0.0,0.0,0.0,5744.917792635453,0.8671234726882062,-75.56678471683541,0.0,1.35,20.15
