calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
6.49,4.49,81.25,1.08,0.0,0.0,0.0,8.3,10.47,25.43
0.7,0.0,0.0,0.0,4208.814653241027,0.39414269398188545,-37.13918031584279,0.0,2.81,14.56
0.62,0.0,0.0,0.0,2731.2344851472712,0.302846367756631,-0.7172133832458736,0.0,6.66,18.81
0.59,0.0,0.0,0.0,5370.263366974767,0.3959478258313891,-34.500232294226116,0.0,7.35,20.5
0.62,0.0,0.0,0.0,1.298888597649765e6,0.4013791151542976,-37.462971127978975,0.0,6.37,15.36
0.63,0.0,0.0,0.0,1594.8348570268013,0.30654732930816303,-0.7339773824045654,0.0,6.52,18.83
0.71,0.0,0.0,0.0,6121.56991511779,0.3980072905167446,-34.487194963119855,0.0,6.75,20.48
0.59,0.0,0.0,0.0,3832.7071230025153,0.406825656475769,-38.13492709907644,0.0,2.85,17.31
0.6,0.0,0.0,0.0,1067.7117028253058,0.3048514186768918,-0.7415200514714064,0.0,6.87,19.6
0.44,0.0,0.0,0.0,3864.724985281692,0.4008931796921664,-34.747403118062145,0.0,2.8,17.49
0.48,0.0,0.0,0.0,4726.019810787931,0.3984812793983207,-37.24814526352358,0.0,2.38,14.39
0.39,0.0,0.0,0.0,1070.6021003916412,0.3000402468452742,-0.7296114671273195,0.0,2.84,14.51
0.44,0.0,0.0,0.0,3970.338742889148,0.3986363361524222,-34.39457742511557,0.0,2.8,14.71
0.43,0.0,0.0,0.0,5373.411212737524,0.4015695680005081,-37.46121621945954,0.0,6.82,18.09
0.45,0.0,0.0,0.0,988.2179358046128,0.30223084904799397,-0.7368259575687897,0.0,2.8,14.76
0.42,0.0,0.0,0.0,7035.85212893279,0.39499118032070496,-34.05648551440222,0.0,7.86,17.92
0.47,0.0,0.0,0.0,3712.109694901688,0.3996263988123426,-37.6362194897706,0.0,6.87,18.75
