CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,BLOCKI/O,PIDS_JULIA,PIDS_DOCKER,TIMESTAMP
20f4bf7b93ed,loving_haibt,99.88%,194.9MiB/1.907GiB,9.98%,5.9MB/45.1kB,150,0B/0B,0,10:32:36
d8d55987ca98,adoring_zhukovsky,99.87%,195.6MiB/1.907GiB,10.02%,5.9MB/43.8kB,151,0B/0B,0,10:32:36
20f4bf7b93ed,loving_haibt,69.62%,199.1MiB/1.907GiB,10.19%,9.04MB/75.8kB,150,0B/0B,0,10:32:45
d8d55987ca98,adoring_zhukovsky,67.05%,202.5MiB/1.907GiB,10.37%,9.07MB/90.2kB,151,0B/0B,0,10:32:45
20f4bf7b93ed,loving_haibt,100.27%,215.1MiB/1.907GiB,11.01%,9.08MB/81.8kB,150,0B/0B,0,10:32:54
d8d55987ca98,adoring_zhukovsky,99.30%,216.6MiB/1.907GiB,11.09%,9.08MB/93kB,151,0B/0B,0,10:32:54
20f4bf7b93ed,loving_haibt,98.02%,224.8MiB/1.907GiB,11.51%,9.08MB/84.4kB,150,0B/0B,0,10:33:04
d8d55987ca98,adoring_zhukovsky,99.90%,241.3MiB/1.907GiB,12.36%,9.08MB/96.6kB,151,0B/164kB,0,10:33:04
