CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
21a7f550cfb4,flamboyant_mcclintock,0.00%,182.9MiB/1.907GiB,9.37%,4.15MB/57.7kB,2,0B/0B,0,21:32:35
851888d5a0ad,fervent_hypatia,0.00%,187.3MiB/1.907GiB,9.59%,4.14MB/45.8kB,3,0B/0B,0,21:32:35
37eaa117f967,angry_brown7,103.49%,190.3MiB/1.907GiB,9.74%,5.42MB/65.8kB,4,0B/0B,0,21:32:35
95467e3fb89e,ecstatic_murdock,0.00%,203.8MiB/1.907GiB,10.43%,5.68MB/90.8kB,5,0B/0B,0,21:32:35
ad7dc8c85770,lucid_banach,1.40%,192.5MiB/1.907GiB,9.86%,7.3MB/113kB,6,0B/0B,0,21:32:35
20d15fcc015f,admiring_nobel6,102.59%,212.4MiB/1.907GiB,10.88%,7.34MB/91.7kB,7,0B/0B,0,21:32:35
318e7b3a6577,focused_pasteur,0.00%,208.3MiB/1.907GiB,10.66%,7.33MB/92.1kB,8,0B/0B,0,21:32:35
5522f8c1017d,serene_lalande,95.67%,228MiB/1.907GiB,11.67%,7.33MB/96.7kB,9,0B/1.08MB,0,21:32:35
21a7f550cfb4,flamboyant_mcclintock,0.00%,227.6MiB/1.907GiB,11.65%,7.34MB/105kB,2,0B/1.11MB,0,21:33:51
851888d5a0ad,fervent_hypatia,0.00%,287.4MiB/1.907GiB,14.72%,7.33MB/102kB,3,0B/2.17MB,0,21:33:51
37eaa117f967,angry_brown7,30.18%,280.9MiB/1.907GiB,14.38%,7.34MB/254kB,4,0B/1.15MB,0,21:33:51
95467e3fb89e,ecstatic_murdock,0.00%,345.2MiB/1.907GiB,17.68%,7.36MB/1.29MB,5,0B/2.19MB,0,21:33:51
ad7dc8c85770,lucid_banach,0.49%,318.3MiB/1.907GiB,16.30%,7.35MB/1.31MB,6,0B/2.17MB,0,21:33:51
20d15fcc015f,admiring_nobel6,0.00%,325.3MiB/1.907GiB,16.66%,7.37MB/1.4MB,7,0B/1.13MB,0,21:33:51
318e7b3a6577,focused_pasteur,0.00%,325.3MiB/1.907GiB,16.65%,7.35MB/1.28MB,8,0B/1.11MB,0,21:33:51
5522f8c1017d,serene_lalande,0.03%,332.5MiB/1.907GiB,17.02%,7.35MB/1.28MB,9,0B/2.17MB,0,21:33:51
