calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
26.24,10.6,431.23,4.92,0.0,0.0,0.0,14.99,48.62,118.37
0.56,0.0,0.0,0.0,2814.911908525522,0.22351825089179417,-20.032272214113178,0.0,1.22,56.06
3.53,0.0,0.0,0.0,3303.7279590411536,0.21125806484823045,-19.841979139892775,0.0,7.67,93.83
0.59,0.0,0.0,0.0,504.6999281294853,0.1777851657528361,0.4190209514733776,0.0,1.21,14.66
0.6,0.0,0.0,0.0,3527.794393128314,0.21644662872282264,-18.431103735152163,0.0,1.06,61.57
0.58,0.0,0.0,0.0,2757.5026162396935,0.22015133819781213,-19.92973582720931,0.0,1.24,14.63
4.14,0.0,0.0,0.0,2582.7207547290686,0.21255765779285665,-20.10895244464886,0.0,1.2,99.85
0.54,0.0,0.0,0.0,4594.262718583879,0.1759083457848706,0.4141920744026497,0.0,1.19,34.62
0.57,0.0,0.0,0.0,2622.402582286727,0.2166503892747262,-17.99970082503335,0.0,1.22,15.52
2.34,0.0,0.0,0.0,2926.891665427565,0.21574691945001945,-19.94709025326199,0.0,8.03,98.7
0.43,0.0,0.0,0.0,4659.464316975164,0.21560877104695345,-20.754303994504063,0.0,1.22,14.14
0.43,0.0,0.0,0.0,509.15213958411647,0.17556657739583514,0.4284334140268028,0.0,1.22,16.11
2.45,0.0,0.0,0.0,3932.634967318549,0.21983646420391575,-18.570182891320385,0.0,32.53,13.59
0.42,0.0,0.0,0.0,4624.843242928775,0.2193388019971708,-20.0495959325256,0.0,1.61,14.14
0.85,0.0,0.0,0.0,2443.684294402841,0.21673865189030128,-20.45160217565649,0.0,1.18,14.54
3.04,0.0,0.0,0.0,448.9618391810615,0.17707748509066773,0.4210043513033981,0.0,1.14,61.95
0.44,0.0,0.0,0.0,2585.875148539851,0.21718880499817889,-18.410935770252006,0.0,1.2,14.39
