CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
aa00b72b3db3,upbeat_pike,0.00%,181MiB/1.907GiB,9.27%,4.23MB/71.7kB,2,0B/0B,0,20:39:40
e4e8941c2c49,nifty_blackwell9,112.54%,195.1MiB/1.907GiB,9.99%,5.49MB/98.1kB,3,0B/0B,0,20:39:40
1ffd236f8680,optimistic_wright,0.00%,191.6MiB/1.907GiB,9.81%,5.6MB/88.4kB,4,0B/0B,0,20:39:40
cea19b4b8a72,distracted_liskov,0.00%,191.7MiB/1.907GiB,9.82%,5.75MB/138kB,5,0B/0B,0,20:39:40
d1397ea84049,eager_borg,0.13%,208MiB/1.907GiB,10.65%,7.46MB/200kB,6,0B/0B,0,20:39:40
162d88cdce28,gracious_brown,93.48%,209.6MiB/1.907GiB,10.73%,7.54MB/143kB,7,0B/1.06MB,0,20:39:40
996690a82d74,gracious_ramanujan,0.00%,210.5MiB/1.907GiB,10.78%,7.46MB/131kB,8,0B/0B,0,20:39:40
b9bb91637591,zen_haibt6,100.66%,221.5MiB/1.907GiB,11.34%,7.43MB/117kB,9,0B/16.4kB,0,20:39:40
5329f7fac582,epic_hoover,92.33%,243.4MiB/1.907GiB,12.46%,7.65MB/153kB,10,0B/32.8kB,0,20:39:40
4d68e4cb5cb6,wizardly_colden,91.30%,230.2MiB/1.907GiB,11.79%,7.47MB/149kB,11,0B/524kB,0,20:39:40
854c30f15ebf,musing_shaw,0.00%,227.3MiB/1.907GiB,11.64%,7.43MB/156kB,12,0B/1.03MB,0,20:39:40
9fc0ead03926,vigilant_pike,103.31%,227.6MiB/1.907GiB,11.65%,7.46MB/190kB,13,0B/1.06MB,0,20:39:40
8785c8361dfe,nifty_minsky,103.91%,238.6MiB/1.907GiB,12.22%,7.4MB/144kB,14,0B/1.04MB,0,20:39:40
877cac981ca1,gallant_kepler,0.00%,315.5MiB/1.907GiB,16.15%,7.44MB/140kB,15,0B/1.05MB,0,20:39:40
9cb626ca37ba,goofy_mahavira,0.00%,408MiB/1.907GiB,20.89%,7.43MB/2.4MB,16,0B/1.05MB,0,20:39:40
63797bda2630,loving_wilson,0.00%,398MiB/1.907GiB,20.38%,7.46MB/2.36MB,17,0B/1.02MB,0,20:39:40
e4e8941c2c49,nifty_blackwell9,0.00%,416.8MiB/1.907GiB,21.34%,7.41MB/2.37MB,3,0B/2.17MB,0,20:42:21
1ffd236f8680,optimistic_wright,0.00%,404.6MiB/1.907GiB,20.71%,7.45MB/2.36MB,4,0B/1.9MB,0,20:42:21
cea19b4b8a72,distracted_liskov,0.00%,413.1MiB/1.907GiB,21.15%,7.44MB/2.41MB,5,0B/1.9MB,0,20:42:21
d1397ea84049,eager_borg,0.00%,422.2MiB/1.907GiB,21.62%,7.53MB/2.45MB,6,0B/1.11MB,0,20:42:21
162d88cdce28,gracious_brown,0.00%,412.5MiB/1.907GiB,21.12%,7.57MB/2.38MB,7,0B/2.19MB,0,20:42:21
996690a82d74,gracious_ramanujan,0.00%,413.9MiB/1.907GiB,21.19%,7.49MB/2.38MB,8,0B/1.11MB,0,20:42:21
b9bb91637591,zen_haibt6,0.00%,396.5MiB/1.907GiB,20.30%,7.46MB/2.36MB,9,0B/1.13MB,0,20:42:21
5329f7fac582,epic_hoover,0.00%,396.5MiB/1.907GiB,20.30%,7.68MB/2.4MB,10,0B/1.06MB,0,20:42:21
4d68e4cb5cb6,wizardly_colden,0.00%,406MiB/1.907GiB,20.79%,7.5MB/2.37MB,11,0B/1.03MB,0,20:42:21
854c30f15ebf,musing_shaw,0.00%,411.4MiB/1.907GiB,21.06%,7.46MB/2.4MB,12,0B/1.03MB,0,20:42:21
9fc0ead03926,vigilant_pike,0.00%,388.3MiB/1.907GiB,19.88%,7.53MB/2.5MB,13,0B/1.06MB,0,20:42:21
8785c8361dfe,nifty_minsky,0.00%,402.1MiB/1.907GiB,20.59%,7.44MB/2.44MB,14,0B/1.04MB,0,20:42:21
877cac981ca1,gallant_kepler,0.00%,399MiB/1.907GiB,20.43%,7.47MB/2.36MB,15,0B/1.05MB,0,20:42:21
9cb626ca37ba,goofy_mahavira,0.00%,408MiB/1.907GiB,20.89%,7.44MB/2.4MB,16,0B/1.05MB,0,20:42:21
63797bda2630,loving_wilson,0.00%,398MiB/1.907GiB,20.38%,7.47MB/2.36MB,17,0B/1.02MB,0,20:42:21
