calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
5.07,4.78,60.58,0.95,0.0,0.0,0.0,2.59,4.13,21.03
0.75,0.0,0.0,0.0,1522.4776273197735,0.6132713606056841,-3.989995502760201,0.0,1.22,15.57
0.53,0.0,0.0,0.0,5601.046883855811,0.8026872468532037,-69.56036215985641,0.0,1.25,14.93
0.79,0.0,0.0,0.0,1290.0933588241544,0.6132720020478426,-4.041018199240911,0.0,1.22,14.53
0.71,0.0,0.0,0.0,6900.080877091867,0.812875932330583,-71.84513644059565,0.0,1.24,16.14
0.73,0.0,0.0,0.0,1047.0864285007792,0.6248132780198596,-4.131051792741216,0.0,1.22,14.94
0.81,0.0,0.0,0.0,6465.4189286852625,0.7978974402947011,-69.96645769329494,0.0,1.23,15.8
0.79,0.0,0.0,0.0,853.4511714987326,0.6204818622458457,-4.075202250467333,0.0,1.22,15.14
0.85,0.0,0.0,0.0,6213.70415238731,0.7929275443831371,-69.4873730222765,0.0,1.31,16.06
0.45,0.0,0.0,0.0,1527.1754033329012,0.6196059288562382,-4.11265247525061,0.0,1.25,15.76
0.65,0.0,0.0,0.0,5105.630245665842,0.8053830139726014,-69.74302562939373,0.0,1.31,15.8
0.56,0.0,0.0,0.0,1073.9404663358143,0.6248022597162435,-4.148454952562579,0.0,1.24,15.53
0.63,0.0,0.0,0.0,6505.994465460397,0.8039744988894597,-69.58129174713042,0.0,1.22,14.69
0.58,0.0,0.0,0.0,1157.8221756430194,0.611425720861553,-4.072750577140742,0.0,1.28,14.71
0.63,0.0,0.0,0.0,6521.037530345447,0.786886694964416,-67.85909118316377,0.0,1.23,14.87
0.58,0.0,0.0,0.0,1944.27166503694,0.6314012191839689,-4.14878217037816,0.0,1.24,14.78
0.63,0.0,0.0,0.0,7369.437022417725,0.7756009278828406,-66.66634046721826,0.0,1.26,15.01
