CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,BLOCKI/O,PIDS_JULIA,PIDS_DOCKER,TIMESTAMP
b34262700fb8,condescending_mayer,99.70%,196.6MiB/1.907GiB,10.07%,5.92MB/62.8kB,10,0B/0B,0,09:35:56
f79715af52b3,loving_davinci5,99.86%,191.3MiB/1.907GiB,9.79%,5.91MB/51.8kB,11,0B/0B,0,09:35:56
b34262700fb8,condescending_mayer,94.13%,203.7MiB/1.907GiB,10.43%,9.06MB/94.1kB,10,0B/0B,0,09:36:06
f79715af52b3,loving_davinci5,73.14%,201.3MiB/1.907GiB,10.31%,9.09MB/96.7kB,11,0B/0B,0,09:36:06
b34262700fb8,condescending_mayer,99.77%,221.3MiB/1.907GiB,11.33%,9.09MB/99.9kB,10,0B/0B,0,09:36:15
f79715af52b3,loving_davinci5,99.57%,211.2MiB/1.907GiB,10.82%,9.09MB/98.5kB,11,0B/0B,0,09:36:15
b34262700fb8,condescending_mayer,100.15%,225.7MiB/1.907GiB,11.56%,9.09MB/102kB,10,0B/0B,0,09:36:24
f79715af52b3,loving_davinci5,99.25%,237.2MiB/1.907GiB,12.14%,9.09MB/102kB,11,0B/98.3kB,0,09:36:24
