CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
478975be8ff2,stoic_pasteur,103.12%,170.4MiB/1.907GiB,8.72%,3.64MB/60.4kB,2,0B/0B,0,08:11:10
7fbd4609b3c4,sharp_lichterman,0.00%,183.8MiB/1.907GiB,9.41%,4.17MB/60.1kB,3,0B/0B,0,08:11:10
255b7681a74a,relaxed_goldstine,0.00%,179MiB/1.907GiB,9.17%,4.17MB/63.9kB,4,0B/0B,0,08:11:10
20fe002ab489,epic_poitras,98.10%,183.9MiB/1.907GiB,9.42%,5.35MB/76.1kB,5,0B/0B,0,08:11:10
b5caf08ae3b6,loving_knuth0,4.93%,192.7MiB/1.907GiB,9.86%,7.34MB/124kB,6,0B/0B,0,08:11:10
68271abf061b,nervous_brattain,0.00%,205.6MiB/1.907GiB,10.53%,7.37MB/108kB,7,0B/1.06MB,0,08:11:10
bfb4f507b077,eloquent_kirch,88.83%,213.2MiB/1.907GiB,10.92%,7.43MB/116kB,8,0B/1.06MB,0,08:11:10
094cc6eaa81e,modest_raman,102.32%,211.3MiB/1.907GiB,10.82%,7.34MB/117kB,9,0B/1.06MB,0,08:11:10
38bff8bfc61b,blissful_hermann,158.17%,219.5MiB/1.907GiB,11.24%,7.36MB/107kB,10,0B/0B,0,08:11:10
36e22cab05fe,mystifying_yalow,101.71%,235MiB/1.907GiB,12.03%,7.33MB/98.9kB,11,0B/32.8kB,0,08:11:10
ab6601973747,sharp_knuth,103.18%,222.4MiB/1.907GiB,11.39%,7.38MB/115kB,12,0B/721kB,0,08:11:10
27b3d710c9e5,quirky_snyder,102.04%,236.5MiB/1.907GiB,12.11%,7.34MB/114kB,13,0B/1.02MB,0,08:11:10
6ca1a6ae706b,brave_hermann,0.00%,330.3MiB/1.907GiB,16.91%,7.35MB/124kB,14,0B/1.02MB,0,08:11:10
bc69f0fb414f,youthful_dubinsky,0.00%,408.8MiB/1.907GiB,20.93%,7.38MB/2.33MB,15,0B/1.02MB,0,08:11:10
294a9c0db493,ecstatic_allen,0.00%,418.5MiB/1.907GiB,21.43%,7.36MB/2.33MB,16,0B/1.02MB,0,08:11:10
e3bf7a1c5fc9,sad_bose,0.00%,417.5MiB/1.907GiB,21.38%,7.45MB/2.46MB,17,0B/1.02MB,0,08:11:10
