CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
893ef654264d,hungry_goldstine,0.00%,162.8MiB/1.907GiB,8.33%,324kB/16.5kB,2,0B/0B,0,09:05:21
e93ed3a465a9,silly_benz,0.00%,155.8MiB/1.907GiB,7.98%,324kB/15.6kB,3,0B/0B,0,09:05:21
736fa05cc89a,eager_hopper,0.00%,158.8MiB/1.907GiB,8.13%,1.8MB/44.5kB,4,0B/0B,0,09:05:21
3a09014b1037,gracious_carson,56.41%,169.5MiB/1.907GiB,8.68%,3.64MB/56.7kB,5,0B/0B,0,09:05:21
7e5d02603da5,musing_varahamihira,70.90%,184.4MiB/1.907GiB,9.44%,3.64MB/54.9kB,6,0B/0B,0,09:05:21
f9ad9aa201a1,infallible_colden,99.00%,200.2MiB/1.907GiB,10.25%,5.64MB/88.1kB,7,0B/0B,0,09:05:21
59a54f9bc8d5,competent_mendeleev,0.00%,199.6MiB/1.907GiB,10.22%,5.71MB/110kB,8,0B/0B,0,09:05:21
a34c65de8f74,jolly_heisenberg,0.00%,199.8MiB/1.907GiB,10.23%,7.33MB/129kB,9,0B/0B,0,09:05:21
3cf2633783e3,serene_meitner,6.29%,200.1MiB/1.907GiB,10.25%,7.36MB/125kB,10,0B/0B,0,09:05:21
d7738793783c,nostalgic_goldwasser,0.00%,223MiB/1.907GiB,11.42%,7.35MB/114kB,11,0B/0B,0,09:05:21
fd9008ec353b,gracious_perlman,0.00%,209.2MiB/1.907GiB,10.71%,7.35MB/128kB,12,0B/0B,0,09:05:21
b09135a9fe53,festive_lovelace,0.00%,204.4MiB/1.907GiB,10.47%,7.35MB/136kB,13,0B/0B,0,09:05:21
6870587430a4,affectionate_einstein,101.63%,236.2MiB/1.907GiB,12.09%,7.34MB/101kB,14,0B/0B,0,09:05:21
af6cc49e1854,fervent_noyce2,101.53%,220.3MiB/1.907GiB,11.28%,7.34MB/105kB,15,0B/0B,0,09:05:21
3d63bc53efb0,hungry_mirzakhani,103.16%,220.1MiB/1.907GiB,11.27%,7.34MB/104kB,16,0B/0B,0,09:05:21
a32059f8779b,vigorous_einstein,102.76%,226.9MiB/1.907GiB,11.62%,7.42MB/125kB,17,0B/0B,0,09:05:21
893ef654264d,hungry_goldstine,106.84%,246.4MiB/1.907GiB,12.62%,7.34MB/109kB,2,0B/1.18MB,0,09:07:58
e93ed3a465a9,silly_benz,100.94%,230.1MiB/1.907GiB,11.78%,7.39MB/105kB,3,0B/705kB,0,09:07:58
736fa05cc89a,eager_hopper,0.00%,228.2MiB/1.907GiB,11.68%,7.36MB/120kB,4,0B/2.17MB,0,09:07:58
3a09014b1037,gracious_carson,84.02%,234.5MiB/1.907GiB,12.01%,7.35MB/131kB,5,0B/2.24MB,0,09:07:58
7e5d02603da5,musing_varahamihira,0.00%,326.9MiB/1.907GiB,16.74%,7.37MB/132kB,6,0B/2.18MB,0,09:07:58
f9ad9aa201a1,infallible_colden,0.00%,405.8MiB/1.907GiB,20.78%,7.39MB/2.35MB,7,0B/2.25MB,0,09:07:58
59a54f9bc8d5,competent_mendeleev,0.00%,414.3MiB/1.907GiB,21.21%,7.41MB/2.37MB,8,0B/2.25MB,0,09:07:58
a34c65de8f74,jolly_heisenberg,0.00%,403.6MiB/1.907GiB,20.67%,7.39MB/2.37MB,9,0B/1.11MB,0,09:07:58
3cf2633783e3,serene_meitner,0.00%,391.2MiB/1.907GiB,20.03%,7.39MB/2.37MB,10,0B/1.1MB,0,09:07:58
d7738793783c,nostalgic_goldwasser,0.00%,433MiB/1.907GiB,22.17%,7.39MB/2.37MB,11,0B/1.02MB,0,09:07:58
fd9008ec353b,gracious_perlman,0.00%,414.2MiB/1.907GiB,21.21%,7.38MB/2.37MB,12,0B/1.1MB,0,09:07:58
b09135a9fe53,festive_lovelace,0.00%,396.6MiB/1.907GiB,20.30%,7.39MB/2.44MB,13,0B/1.02MB,0,09:07:58
