calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
7.04,6.95,82.65,1.06,0.0,0.0,0.0,6.15,7.55,27.84
1.43,0.0,0.0,0.0,1918.02166993963,0.5989145045956407,-3.862313409700975,0.0,4.12,19.32
0.67,0.0,0.0,0.0,4095.32364615377,0.7603374429011434,-65.12850454289448,0.0,1.43,15.58
1.67,0.0,0.0,0.0,1581.7061922991106,0.5916604466401022,-3.798313423155564,0.0,4.09,19.37
1.66,0.0,0.0,0.0,5191.646515732284,0.7521941132221478,-65.11309176430959,0.0,1.3,17.03
1.83,0.0,0.0,0.0,1199.3311410243518,0.6014370642109643,-3.7545392359347174,0.0,1.33,15.94
2.46,0.0,0.0,0.0,4156.488623892718,0.7454116319439791,-65.31534093864987,0.0,2.43,22.63
1.6,0.0,0.0,0.0,1127.2850598384832,0.6011027458775039,-3.74849941262416,0.0,1.8,22.94
1.61,0.0,0.0,0.0,5487.29192411174,0.7608726512941304,-67.74120235479275,0.0,2.12,20.08
0.49,0.0,0.0,0.0,1262.7652732577492,0.5949635073250856,-3.766795414642361,0.0,1.23,14.43
0.98,0.0,0.0,0.0,4471.472143648677,0.7462549823860324,-65.5257325025787,0.0,1.22,14.84
1.7,0.0,0.0,0.0,2458.607923664827,0.582664808985414,-3.614858241866269,0.0,1.91,17.4
0.45,0.0,0.0,0.0,4889.224685774782,0.7446639853350175,-65.9654674667108,0.0,4.16,21.8
0.98,0.0,0.0,0.0,1187.298689603712,0.6101420640878745,-3.8512768065398655,0.0,1.21,15.42
0.44,0.0,0.0,0.0,6649.530752856102,0.763283544883149,-66.48414608116022,0.0,1.87,17.92
0.45,0.0,0.0,0.0,988.969404738626,0.596671031339057,-3.8337336210200177,0.0,1.23,16.58
0.67,0.0,0.0,0.0,7362.655395758043,0.7779745698952819,-67.22503835102358,0.0,4.1,20.92
