CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
611cfb5567da,wizardly_mcclintock,101.61%,157MiB/1.907GiB,8.04%,1.77MB/34.4kB,2,0B/0B,0,17:41:15
6b70275e5aea,mystifying_ritchie,102.48%,242.6MiB/1.907GiB,12.42%,12.5MB/68.1kB,3,0B/0B,0,17:41:15
d2368300f1f4,sleepy_euler,102.74%,243.3MiB/1.907GiB,12.46%,12.4MB/50.3kB,4,0B/0B,0,17:41:15
82e761711a84,dazzling_wing,102.68%,241.6MiB/1.907GiB,12.37%,12.4MB/60.8kB,5,0B/0B,0,17:41:15
7ad9de4bb881,quirky_leakey,0.00%,206.1MiB/1.907GiB,10.55%,12.6MB/81kB,6,0B/0B,0,17:41:15
7f457a5674f8,boring_nobel,0.00%,211.8MiB/1.907GiB,10.85%,12.6MB/54.9kB,7,0B/0B,0,17:41:15
4b326e0ec047,frosty_nightingale4,99.14%,210.9MiB/1.907GiB,10.80%,14MB/133kB,8,0B/0B,0,17:41:15
905090e68cae,focused_aryabhata,0.00%,201.6MiB/1.907GiB,10.32%,14.3MB/179kB,9,0B/0B,0,17:41:15
611cfb5567da,wizardly_mcclintock,60.76%,201.2MiB/1.907GiB,10.30%,15.8MB/174kB,2,0B/1.06MB,0,17:42:34
6b70275e5aea,mystifying_ritchie,99.85%,213MiB/1.907GiB,10.91%,15.9MB/107kB,3,0B/1.61MB,0,17:42:34
d2368300f1f4,sleepy_euler,100.86%,225.3MiB/1.907GiB,11.53%,15.8MB/90.4kB,4,0B/1.7MB,0,17:42:34
82e761711a84,dazzling_wing,95.55%,229.4MiB/1.907GiB,11.75%,15.8MB/105kB,5,0B/1.87MB,0,17:42:34
7ad9de4bb881,quirky_leakey,107.61%,241.2MiB/1.907GiB,12.35%,15.8MB/138kB,6,0B/2.7MB,0,17:42:34
7f457a5674f8,boring_nobel,0.04%,336.7MiB/1.907GiB,17.24%,15.8MB/1.28MB,7,0B/2.7MB,0,17:42:34
4b326e0ec047,frosty_nightingale4,0.00%,302.4MiB/1.907GiB,15.48%,15.9MB/1.37MB,8,0B/2.17MB,0,17:42:34
905090e68cae,focused_aryabhata,0.00%,337.9MiB/1.907GiB,17.30%,15.9MB/1.39MB,9,0B/1.9MB,0,17:42:34
d2368300f1f4,sleepy_euler,0.00%,311.2MiB/1.907GiB,15.94%,15.8MB/1.28MB,4,0B/2.7MB,0,17:44:11
82e761711a84,dazzling_wing,0.00%,326.7MiB/1.907GiB,16.72%,15.8MB/1.3MB,5,0B/2.17MB,0,17:44:11
7ad9de4bb881,quirky_leakey,0.00%,309.2MiB/1.907GiB,15.83%,15.8MB/1.32MB,6,0B/2.7MB,0,17:44:11
7f457a5674f8,boring_nobel,0.00%,336.6MiB/1.907GiB,17.24%,15.8MB/1.28MB,7,0B/2.7MB,0,17:44:11
4b326e0ec047,frosty_nightingale4,0.00%,302.4MiB/1.907GiB,15.48%,15.9MB/1.37MB,8,0B/2.17MB,0,17:44:11
905090e68cae,focused_aryabhata,0.00%,337.9MiB/1.907GiB,17.30%,15.9MB/1.4MB,9,0B/1.9MB,0,17:44:11
