calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
12.09,5.35,175.12,1.46,0.0,0.0,0.0,7.35,8.61,48.31
1.16,0.0,0.0,0.0,2532.4026412511635,0.20954842782035188,-18.62901621321412,0.0,1.38,17.41
1.17,0.0,0.0,0.0,2811.041785850863,0.2122153209064284,-20.14393918307184,0.0,2.25,40.92
0.84,0.0,0.0,0.0,1146.607533304931,0.1706378004666536,0.476253186118572,0.0,1.3,39.43
0.88,0.0,0.0,0.0,2690.6974774693226,0.2080474738009823,-17.982544023524696,0.0,1.45,15.92
0.99,0.0,0.0,0.0,3088.6413327638993,0.21047815197996597,-19.130459161628796,0.0,2.2,31.98
0.61,0.0,0.0,0.0,2327.160883698222,0.20828602839449128,-19.451791285639164,0.0,1.51,25.65
1.6,0.0,0.0,0.0,535.7882622763949,0.1729838921965117,0.45884637061571776,0.0,2.86,42.24
0.66,0.0,0.0,0.0,2200.45560999333,0.20512130801659745,-17.146912341611536,0.0,2.05,39.33
0.82,0.0,0.0,0.0,4380.156075038466,0.2085814204598548,-18.951801286437497,0.0,4.29,43.12
1.56,0.0,0.0,0.0,3940.690797920906,0.21165402499542177,-20.02185864512794,0.0,1.24,16.68
1.28,0.0,0.0,0.0,955.6135572080271,0.16938477792215167,0.4723231705177535,0.0,1.91,16.59
0.7,0.0,0.0,0.0,2833.0575653895103,0.21328560625921195,-18.194490591664437,0.0,1.92,15.93
0.54,0.0,0.0,0.0,7445.48954483778,0.2139559458689072,-19.324099059705933,0.0,1.9,16.74
1.29,0.0,0.0,0.0,2664.749486407937,0.2082618959400352,-19.58345149473336,0.0,1.9,19.51
1.41,0.0,0.0,0.0,590.1863318677151,0.1691767080313216,0.4734840068352989,0.0,1.35,16.72
0.44,0.0,0.0,0.0,2425.708219345221,0.2070109222020388,-17.80147232574408,0.0,3.88,17.93
