CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
7ba734f04467,affectionate_lovelace,59.51%,161.7MiB/1.907GiB,8.28%,1.8MB/42.6kB,2,0B/0B,0,13:36:06
3674c9fb9899,wizardly_hermann7,5.81%,187.8MiB/1.907GiB,9.62%,4.23MB/51.9kB,3,0B/0B,0,13:36:06
fef4db9b1a08,stupefied_almeida,102.37%,196.3MiB/1.907GiB,10.05%,5.88MB/74.2kB,4,0B/0B,0,13:36:06
26f5ce44fc34,confident_leavitt3,101.77%,199.5MiB/1.907GiB,10.22%,6.09MB/83.6kB,5,0B/0B,0,13:36:06
45577e3832b2,pedantic_newton,0.00%,207.4MiB/1.907GiB,10.62%,6.15MB/126kB,6,0B/0B,0,13:36:06
42af4048b1eb,nervous_euclid,0.00%,196.8MiB/1.907GiB,10.07%,6.18MB/103kB,7,0B/0B,0,13:36:06
3a34dca1407d,dazzling_ardinghelli,0.00%,200.2MiB/1.907GiB,10.25%,6.12MB/86.3kB,8,0B/0B,0,13:36:06
5eabaf4811c6,laughing_bhaskara,13.66%,198.4MiB/1.907GiB,10.16%,7.78MB/103kB,9,0B/0B,0,13:36:06
07a077710947,hardcore_kapitsa,0.00%,210.8MiB/1.907GiB,10.79%,7.83MB/150kB,10,0B/0B,0,13:36:06
bd1a83db4feb,festive_knuth,101.60%,217.7MiB/1.907GiB,11.14%,7.79MB/111kB,11,0B/0B,0,13:36:06
bcdc539febee,laughing_chandrasekhar,0.00%,206.4MiB/1.907GiB,10.57%,7.8MB/119kB,12,0B/0B,0,13:36:06
8052e2550ced,boring_bartik,100.62%,235MiB/1.907GiB,12.03%,7.79MB/116kB,13,0B/0B,0,13:36:06
f513d49c67d3,agitated_gates,102.53%,224.5MiB/1.907GiB,11.50%,7.78MB/134kB,14,0B/0B,0,13:36:06
93940d73f04d,priceless_galileo,104.48%,230MiB/1.907GiB,11.78%,7.77MB/115kB,15,0B/0B,0,13:36:06
78767b75aba2,mystifying_keller,99.04%,230.3MiB/1.907GiB,11.79%,7.79MB/99.2kB,16,0B/197kB,0,13:36:06
a705134e2ff3,admiring_nightingale,0.00%,228.5MiB/1.907GiB,11.70%,7.83MB/130kB,17,0B/1.02MB,0,13:36:06
7ba734f04467,affectionate_lovelace,0.00%,400.3MiB/1.907GiB,20.50%,7.84MB/2.34MB,2,0B/1.9MB,0,13:38:21
3674c9fb9899,wizardly_hermann7,0.65%,399.7MiB/1.907GiB,20.47%,7.81MB/2.39MB,3,0B/1.9MB,0,13:38:21
fef4db9b1a08,stupefied_almeida,0.00%,421.8MiB/1.907GiB,21.59%,7.82MB/2.39MB,4,0B/2.17MB,0,13:38:21
26f5ce44fc34,confident_leavitt3,0.00%,416.2MiB/1.907GiB,21.31%,7.81MB/2.33MB,5,0B/2.17MB,0,13:38:21
45577e3832b2,pedantic_newton,0.03%,415.4MiB/1.907GiB,21.27%,7.86MB/2.45MB,6,0B/2.17MB,0,13:38:21
42af4048b1eb,nervous_euclid,0.00%,397.9MiB/1.907GiB,20.37%,7.88MB/2.37MB,7,0B/1.11MB,0,13:38:21
3a34dca1407d,dazzling_ardinghelli,0.00%,384.1MiB/1.907GiB,19.67%,7.82MB/2.43MB,8,0B/1.11MB,0,13:38:21
5eabaf4811c6,laughing_bhaskara,0.00%,404.7MiB/1.907GiB,20.72%,7.81MB/2.34MB,9,0B/1.11MB,0,13:38:21
07a077710947,hardcore_kapitsa,0.03%,407.4MiB/1.907GiB,20.86%,7.87MB/2.42MB,10,0B/1.02MB,0,13:38:21
bd1a83db4feb,festive_knuth,0.00%,420.1MiB/1.907GiB,21.51%,7.85MB/2.42MB,11,0B/1.02MB,0,13:38:21
bcdc539febee,laughing_chandrasekhar,0.00%,409.8MiB/1.907GiB,20.98%,7.85MB/2.43MB,12,0B/1.02MB,0,13:38:21
8052e2550ced,boring_bartik,0.00%,422.6MiB/1.907GiB,21.64%,7.82MB/2.36MB,13,0B/1.02MB,0,13:38:21
f513d49c67d3,agitated_gates,0.03%,373.2MiB/1.907GiB,19.11%,7.82MB/2.42MB,14,0B/1.02MB,0,13:38:21
93940d73f04d,priceless_galileo,0.00%,400.7MiB/1.907GiB,20.51%,7.81MB/2.36MB,15,0B/991kB,0,13:38:21
78767b75aba2,mystifying_keller,0.00%,401MiB/1.907GiB,20.53%,7.82MB/2.33MB,16,0B/893kB,0,13:38:21
a705134e2ff3,admiring_nightingale,0.00%,412.2MiB/1.907GiB,21.11%,7.86MB/2.36MB,17,0B/1.02MB,0,13:38:21
