CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
7a2220148186,keen_tesla,57.22%,183.5MiB/1.907GiB,9.40%,4.22MB/44.5kB,2,0B/0B,0,08:41:11
19e3ac5e85fc,romantic_dubinsky,102.66%,197.5MiB/1.907GiB,10.11%,5.92MB/68.8kB,3,0B/0B,0,08:41:11
5d093a041c7c,practical_zhukovsky,0.00%,197.3MiB/1.907GiB,10.10%,6.12MB/88.5kB,4,0B/0B,0,08:41:11
1bdd1e5261b3,thirsty_bhaskara,100.15%,202.3MiB/1.907GiB,10.36%,7.82MB/103kB,5,0B/0B,0,08:41:11
86f3beba096d,gallant_swirles,0.00%,208.4MiB/1.907GiB,10.67%,7.77MB/87.6kB,6,0B/0B,0,08:41:11
6ba7bfe473d9,practical_fermi,0.00%,209.6MiB/1.907GiB,10.73%,7.78MB/94.5kB,7,0B/270kB,0,08:41:11
51832ed14e4f,naughty_lamarr,103.78%,225.4MiB/1.907GiB,11.54%,7.78MB/126kB,8,0B/270kB,0,08:41:11
0e759a9ccc51,stupefied_mestorf,100.37%,230.2MiB/1.907GiB,11.79%,7.77MB/91.2kB,9,0B/1.18MB,0,08:41:11
dd90b3ca52e1,musing_morse,102.21%,225.6MiB/1.907GiB,11.55%,7.77MB/88.7kB,10,0B/819kB,0,08:41:11
222c591b52fc,priceless_lumiere,29.77%,225.7MiB/1.907GiB,11.55%,7.77MB/101kB,11,8.19kB/1.09MB,0,08:41:11
bc3006f618e7,goofy_hermann,0.00%,325.4MiB/1.907GiB,16.66%,7.78MB/113kB,12,0B/1.02MB,0,08:41:11
a28f0b56b193,tender_goldberg,0.00%,417.9MiB/1.907GiB,21.40%,7.81MB/2.36MB,13,0B/1.02MB,0,08:41:11
2a9aec9d842f,stupefied_colden,0.00%,392.4MiB/1.907GiB,20.09%,7.84MB/2.34MB,14,0B/1.02MB,0,08:41:11
6c86a02e1f6b,quirky_shockley,0.03%,400.1MiB/1.907GiB,20.48%,7.81MB/2.33MB,15,0B/1.02MB,0,08:41:11
1415586d1782,priceless_euler,0.00%,414MiB/1.907GiB,21.20%,7.82MB/2.34MB,16,0B/1.02MB,0,08:41:11
0744da8db9d1,fervent_bartik,0.00%,389.7MiB/1.907GiB,19.95%,7.81MB/2.34MB,17,0B/1.02MB,0,08:41:11
