calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
14.14,4.93,251.08,7.28,0.0,0.0,0.0,10.9,17.92,149.5
0.58,0.0,0.0,0.0,3476.4621877025584,0.37820276395299784,-35.88390998721793,0.0,1.22,17.61
0.78,0.0,0.0,0.0,794.6972747531622,0.2802681064129191,-0.4774203480325596,0.0,1.24,18.63
0.63,0.0,0.0,0.0,3442.1139667851585,0.3744444331743597,-32.156169158590856,0.0,1.12,79.0
0.83,0.0,0.0,0.0,8781.37236581541,0.36043715087917527,-32.7515354313394,0.0,7.5,18.89
0.53,0.0,0.0,0.0,771.1301508210153,0.2814632464703297,-0.49301198745810826,0.0,1.22,17.39
0.81,0.0,0.0,0.0,3690.441323483747,0.3731609451802543,-32.20279290313466,0.0,12.72,85.57
0.64,0.0,0.0,0.0,3838.599662586083,0.3712450573816418,-34.357850958848914,0.0,12.25,21.25
0.79,0.0,0.0,0.0,785.9732508901817,0.2798914254175285,-0.4905098299606043,0.0,11.49,20.04
0.57,0.0,0.0,0.0,2736.655698030536,0.3646167750850762,-31.85044696070124,0.0,9.67,26.68
0.65,0.0,0.0,0.0,4926.793359749779,0.37515083151713935,-34.23056647525475,0.0,1.22,100.32
0.53,0.0,0.0,0.0,1080.9975044070895,0.27850817796001404,-0.49348581596121854,0.0,11.28,137.97
0.4,0.0,0.0,0.0,2892.1337876509665,0.37177767346624785,-31.495895949930393,0.0,1.2,101.68
0.43,0.0,0.0,0.0,3914.448042424984,0.38083239439235583,-35.067199648125374,0.0,7.98,85.58
0.54,0.0,0.0,0.0,652.5269726443797,0.28287962783960435,-0.5073537401572368,0.0,12.24,22.3
0.58,0.0,0.0,0.0,3487.8471804878886,0.3684894286396294,-32.0287217727659,0.0,8.63,18.32
0.53,0.0,0.0,0.0,3693.057005713961,0.3748837667713064,-34.233799490055695,0.0,2.49,77.38
