CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
a0d5c2424a77,nostalgic_wiles,0.00%,170.7MiB/1.907GiB,8.74%,316kB/13kB,2,0B/0B,0,00:57:20
2d4d73c85834,keen_mahavira,0.00%,160.9MiB/1.907GiB,8.24%,1.79MB/46.8kB,3,0B/0B,0,00:57:20
d15104452722,youthful_mestorf,0.00%,176.8MiB/1.907GiB,9.05%,4.2MB/67.1kB,4,0B/0B,0,00:57:20
a7064572d72a,vigorous_boyd7,104.39%,196MiB/1.907GiB,10.03%,5.43MB/68.9kB,5,0B/0B,0,00:57:20
a33d002c8d90,dazzling_meitner,67.56%,189.8MiB/1.907GiB,9.72%,5.46MB/71.1kB,6,0B/0B,0,00:57:20
d2b92aa06bc3,frosty_kalam,97.10%,192.9MiB/1.907GiB,9.88%,5.67MB/82.6kB,7,0B/0B,0,00:57:20
a8bb6ecaf339,elated_dijkstra,92.36%,203.5MiB/1.907GiB,10.42%,7.35MB/104kB,8,0B/0B,0,00:57:20
7628dc47bc8b,condescending_leavitt,0.00%,207MiB/1.907GiB,10.60%,7.35MB/114kB,9,0B/1.06MB,0,00:57:20
a0d5c2424a77,nostalgic_wiles,102.37%,221.4MiB/1.907GiB,11.33%,7.34MB/93.9kB,2,0B/1.06MB,0,00:59:16
2d4d73c85834,keen_mahavira,0.00%,208.3MiB/1.907GiB,10.66%,7.34MB/107kB,3,0B/1.06MB,0,00:59:16
d15104452722,youthful_mestorf,101.27%,218.5MiB/1.907GiB,11.18%,7.38MB/104kB,4,0B/1.06MB,0,00:59:16
a7064572d72a,vigorous_boyd7,0.00%,226.9MiB/1.907GiB,11.62%,7.33MB/99.4kB,5,0B/1.06MB,0,00:59:16
a33d002c8d90,dazzling_meitner,80.92%,225.5MiB/1.907GiB,11.54%,7.34MB/105kB,6,0B/901kB,0,00:59:16
d2b92aa06bc3,frosty_kalam,103.58%,225.8MiB/1.907GiB,11.56%,7.33MB/100kB,7,0B/1.67MB,0,00:59:16
a8bb6ecaf339,elated_dijkstra,104.01%,223.3MiB/1.907GiB,11.43%,7.35MB/108kB,8,0B/1.08MB,0,00:59:16
7628dc47bc8b,condescending_leavitt,102.90%,234.2MiB/1.907GiB,11.99%,7.35MB/123kB,9,0B/2.17MB,0,00:59:16
a0d5c2424a77,nostalgic_wiles,23.63%,292.5MiB/1.907GiB,14.98%,7.35MB/251kB,2,0B/2.17MB,0,01:00:46
2d4d73c85834,keen_mahavira,0.00%,330.2MiB/1.907GiB,16.91%,7.36MB/1.31MB,3,0B/2.17MB,0,01:00:46
d15104452722,youthful_mestorf,0.00%,319.8MiB/1.907GiB,16.38%,7.4MB/1.3MB,4,0B/2.17MB,0,01:00:46
a7064572d72a,vigorous_boyd7,0.00%,330.9MiB/1.907GiB,16.94%,7.35MB/1.29MB,5,0B/2.17MB,0,01:00:46
a33d002c8d90,dazzling_meitner,0.00%,323.5MiB/1.907GiB,16.56%,7.35MB/1.29MB,6,0B/1.11MB,0,01:00:46
d2b92aa06bc3,frosty_kalam,7.27%,328.9MiB/1.907GiB,16.84%,7.34MB/1.29MB,7,0B/2.17MB,0,01:00:46
a8bb6ecaf339,elated_dijkstra,0.00%,324.8MiB/1.907GiB,16.63%,7.37MB/1.3MB,8,0B/2.17MB,0,01:00:46
7628dc47bc8b,condescending_leavitt,0.00%,318.1MiB/1.907GiB,16.29%,7.36MB/1.3MB,9,0B/2.17MB,0,01:00:46
d15104452722,youthful_mestorf,23.27%,15.8MiB/1.907GiB,0.81%,7.4MB/1.31MB,4,0B/2.17MB,0,01:02:23
a7064572d72a,vigorous_boyd7,0.00%,330.9MiB/1.907GiB,16.94%,7.35MB/1.29MB,5,0B/2.17MB,0,01:02:23
a33d002c8d90,dazzling_meitner,0.00%,323.5MiB/1.907GiB,16.56%,7.35MB/1.29MB,6,0B/1.11MB,0,01:02:23
d2b92aa06bc3,frosty_kalam,0.00%,328.9MiB/1.907GiB,16.84%,7.35MB/1.29MB,7,0B/2.17MB,0,01:02:23
a8bb6ecaf339,elated_dijkstra,0.00%,324.8MiB/1.907GiB,16.63%,7.37MB/1.3MB,8,0B/2.17MB,0,01:02:23
7628dc47bc8b,condescending_leavitt,0.00%,318.1MiB/1.907GiB,16.29%,7.37MB/1.3MB,9,0B/2.17MB,0,01:02:23
