CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,BLOCKI/O,PIDS_JULIA,PIDS_DOCKER,TIMESTAMP
e4af5c1baf4c,peaceful_spence,90.12%,199.5MiB/1.907GiB,10.21%,5.91MB/58.6kB,40,0B/0B,0,09:48:03
945571ad62ec,infallible_kilby,100.30%,195.8MiB/1.907GiB,10.03%,5.94MB/60.4kB,41,0B/0B,0,09:48:03
e4af5c1baf4c,peaceful_spence,50.81%,206.3MiB/1.907GiB,10.56%,9.07MB/101kB,40,0B/0B,0,09:48:12
945571ad62ec,infallible_kilby,99.83%,203.1MiB/1.907GiB,10.40%,9.12MB/95.7kB,41,0B/0B,0,09:48:12
e4af5c1baf4c,peaceful_spence,100.08%,226.3MiB/1.907GiB,11.58%,9.09MB/105kB,40,0B/0B,0,09:48:21
945571ad62ec,infallible_kilby,99.55%,216.3MiB/1.907GiB,11.08%,9.12MB/98.2kB,41,0B/0B,0,09:48:21
e4af5c1baf4c,peaceful_spence,99.37%,233.5MiB/1.907GiB,11.96%,9.09MB/108kB,40,0B/24.6kB,0,09:48:31
945571ad62ec,infallible_kilby,99.46%,241.4MiB/1.907GiB,12.36%,9.12MB/101kB,41,0B/131kB,0,09:48:31
