calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
21.85,4.45,245.66,3.84,0.0,0.0,0.0,18.82,19.78,120.5
0.89,0.0,0.0,0.0,1178.0656092662634,0.6383546023794312,-4.422993548702352,0.0,2.75,51.21
0.62,0.0,0.0,0.0,8398.456947558536,0.8245545966429653,-72.96908698598307,0.0,5.13,46.5
2.47,0.0,0.0,0.0,1054.3154475262638,0.6521347197448852,-4.261828896310005,0.0,1.25,20.73
0.92,0.0,0.0,0.0,4770.895151195344,0.8163191796305643,-70.12848049041544,0.0,1.23,91.82
0.64,0.0,0.0,0.0,1804.5013849717548,0.6339929195421569,-4.398669741513347,0.0,1.19,51.22
0.59,0.0,0.0,0.0,6226.736361705854,0.8033418629473168,-69.82609404194743,0.0,4.9,47.49
1.19,0.0,0.0,0.0,62298.080710429625,0.6453270836497119,-4.392669724275849,0.0,1.22,20.85
0.55,0.0,0.0,0.0,16689.014297875347,0.827576586447543,-72.19188022139242,0.0,1.22,43.3
0.44,0.0,0.0,0.0,1475.6332568848663,0.6346046013867066,-4.259625967644491,0.0,4.17,22.57
0.43,0.0,0.0,0.0,7908.004155679391,0.8277416215935514,-71.33683074889244,0.0,1.24,29.28
0.5,0.0,0.0,0.0,1239.249163473415,0.6502095390834408,-4.4345843966934435,0.0,4.33,47.82
0.4,0.0,0.0,0.0,5443.571515603292,0.8245653589667389,-70.45506748489068,0.0,1.2,18.43
0.41,0.0,0.0,0.0,1319.6386281212613,0.6367215668450156,-4.294749126386982,0.0,1.21,17.39
3.03,0.0,0.0,0.0,4655.620008152694,0.8137868126833645,-71.86089100473451,0.0,11.46,101.6
0.43,0.0,0.0,0.0,1098.1360622763552,0.6454969706592519,-4.45762251585833,0.0,1.27,45.37
0.43,0.0,0.0,0.0,4421.9907032676765,0.8357093828460702,-72.49164615885933,0.0,1.22,45.93
