CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
7961f1b76087,eager_golick,66.08%,180.5MiB/1.907GiB,9.24%,4.16MB/70.6kB,2,0B/0B,0,22:53:47
535de686b934,heuristic_hypatia,102.03%,190.8MiB/1.907GiB,9.77%,5.41MB/56.7kB,3,0B/0B,0,22:53:47
d99d64b7184a,peaceful_roentgen,5.83%,201.3MiB/1.907GiB,10.31%,5.67MB/81.1kB,4,0B/0B,0,22:53:47
43910767248a,dazzling_austin,0.07%,198.5MiB/1.907GiB,10.17%,7.3MB/93.7kB,5,0B/0B,0,22:53:47
40ed20730311,thirsty_mclean,100.05%,197MiB/1.907GiB,10.08%,7.32MB/110kB,6,0B/0B,0,22:53:47
ddcb66cd360d,heuristic_liskov4,103.33%,205.9MiB/1.907GiB,10.54%,7.33MB/92.1kB,7,0B/1.06MB,0,22:53:47
40986854edea,practical_bardeen7,0.00%,208.2MiB/1.907GiB,10.66%,7.33MB/95kB,8,0B/1.06MB,0,22:53:47
2e35f38c487f,adoring_brattain,100.10%,242.4MiB/1.907GiB,12.41%,7.35MB/122kB,9,0B/1.08MB,0,22:53:47
7961f1b76087,eager_golick,57.02%,223.7MiB/1.907GiB,11.45%,7.34MB/133kB,2,0B/1.67MB,0,22:54:55
535de686b934,heuristic_hypatia,0.00%,225.6MiB/1.907GiB,11.55%,7.32MB/95.9kB,3,0B/1.11MB,0,22:54:55
d99d64b7184a,peaceful_roentgen,101.47%,289.6MiB/1.907GiB,14.83%,7.34MB/113kB,4,0B/2.17MB,0,22:54:55
43910767248a,dazzling_austin,76.36%,326.3MiB/1.907GiB,16.71%,7.37MB/1.35MB,5,0B/2.17MB,0,22:54:55
40ed20730311,thirsty_mclean,0.00%,317.4MiB/1.907GiB,16.25%,7.36MB/1.4MB,6,0B/2.17MB,0,22:54:55
ddcb66cd360d,heuristic_liskov4,0.00%,328.3MiB/1.907GiB,16.81%,7.37MB/1.31MB,7,0B/2.17MB,0,22:54:55
40986854edea,practical_bardeen7,0.00%,322.3MiB/1.907GiB,16.50%,7.37MB/1.35MB,8,0B/2.17MB,0,22:54:55
2e35f38c487f,adoring_brattain,0.00%,345.2MiB/1.907GiB,17.67%,7.36MB/1.34MB,9,0B/2.17MB,0,22:54:55
