CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,BLOCKI/O,PIDS_JULIA,PIDS_DOCKER,TIMESTAMP
6231c9611dc6,hardcore_stallman,100.07%,188.9MiB/1.907GiB,9.67%,5.9MB/48.5kB,78,0B/0B,0,10:03:31
4214e4562b10,dreamy_pike,100.01%,191.8MiB/1.907GiB,9.82%,5.91MB/51.7kB,79,0B/0B,0,10:03:31
6231c9611dc6,hardcore_stallman,94.99%,194.3MiB/1.907GiB,9.95%,9.05MB/87.2kB,78,0B/0B,0,10:03:40
4214e4562b10,dreamy_pike,74.67%,198MiB/1.907GiB,10.14%,9.08MB/86.4kB,79,0B/0B,0,10:03:40
6231c9611dc6,hardcore_stallman,100.08%,211.9MiB/1.907GiB,10.85%,9.08MB/93kB,78,0B/0B,0,10:03:50
4214e4562b10,dreamy_pike,100.09%,207.5MiB/1.907GiB,10.62%,9.09MB/88.2kB,79,0B/0B,0,10:03:50
6231c9611dc6,hardcore_stallman,99.75%,220.7MiB/1.907GiB,11.30%,9.08MB/95.2kB,78,0B/0B,0,10:03:59
4214e4562b10,dreamy_pike,99.69%,233.1MiB/1.907GiB,11.93%,9.09MB/92.1kB,79,0B/98.3kB,0,10:03:59
