CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,BLOCKI/O,PIDS_JULIA,PIDS_DOCKER,TIMESTAMP
af5c60d31487,vibrant_mccarthy,100.29%,199.5MiB/1.907GiB,10.21%,5.91MB/47.5kB,64,0B/0B,0,09:57:53
2c105e2b883b,xenodochial_davinci,100.15%,204.5MiB/1.907GiB,10.47%,5.9MB/40.4kB,65,0B/0B,0,09:57:53
af5c60d31487,vibrant_mccarthy,66.67%,204.6MiB/1.907GiB,10.47%,9.06MB/91.3kB,64,0B/0B,0,09:58:02
2c105e2b883b,xenodochial_davinci,99.70%,202.6MiB/1.907GiB,10.38%,9.1MB/89.7kB,65,0B/0B,0,09:58:02
af5c60d31487,vibrant_mccarthy,100.03%,224.2MiB/1.907GiB,11.48%,9.09MB/96.3kB,64,0B/0B,0,09:58:11
2c105e2b883b,xenodochial_davinci,99.58%,212.1MiB/1.907GiB,10.86%,9.1MB/92.5kB,65,0B/0B,0,09:58:11
af5c60d31487,vibrant_mccarthy,98.67%,232.3MiB/1.907GiB,11.89%,9.09MB/99.7kB,64,0B/49.2kB,0,09:58:21
2c105e2b883b,xenodochial_davinci,99.46%,219MiB/1.907GiB,11.21%,9.1MB/95.9kB,65,0B/197kB,0,09:58:21
