calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
8.33,4.74,108.3,1.35,0.0,0.0,0.0,4.6,11.8,31.81
0.59,0.0,0.0,0.0,2857.4439533643526,0.21245863022593975,-19.03222086419388,0.0,8.4,18.25
0.77,0.0,0.0,0.0,2906.7418417831473,0.2123422265015788,-19.97109513712341,0.0,7.17,18.66
0.6,0.0,0.0,0.0,585.0843692292832,0.1715307748551911,0.4806743553295074,0.0,6.7,19.35
0.59,0.0,0.0,0.0,13849.274401126931,0.20875336903547595,-17.869462252030587,0.0,2.87,22.73
0.59,0.0,0.0,0.0,2343.8713679493544,0.2115665392622031,-18.97926473850681,0.0,3.36,25.37
0.81,0.0,0.0,0.0,4619.9213172342725,0.21134094285769975,-20.28253465788738,0.0,1.2,26.15
1.14,0.0,0.0,0.0,498.66895434022626,0.1707723407580797,0.4893731886926018,0.0,1.23,26.81
1.03,0.0,0.0,0.0,3248.9472493325584,0.21214699253379263,-18.03714727972745,0.0,9.19,17.0
1.24,0.0,0.0,0.0,2335.079389823694,0.20872185439784757,-18.93311332242765,0.0,1.27,18.99
0.46,0.0,0.0,0.0,3514.676741953837,0.2070872456637931,-19.407587898595835,0.0,1.94,24.38
0.39,0.0,0.0,0.0,523.2172440840881,0.17310245446118624,0.4569264078251125,0.0,1.21,25.75
0.53,0.0,0.0,0.0,2774.383782207102,0.21014815843757365,-17.664432074412755,0.0,1.21,26.63
1.64,0.0,0.0,0.0,2583.565193796737,0.2100170745249792,-19.270971585724727,0.0,2.32,25.95
0.6,0.0,0.0,0.0,2588.297963273792,0.2080020833218517,-19.035082863007865,0.0,8.74,17.99
0.43,0.0,0.0,0.0,491.01137630862246,0.16948251191485497,0.4809590780111248,0.0,1.93,25.59
0.67,0.0,0.0,0.0,5276.791915508303,0.2071095278920132,-17.711322578674107,0.0,1.23,26.79
