CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
2aa6d7eec085,unruffled_poitras,0.00%,180.6MiB/1.907GiB,9.25%,4.16MB/55kB,2,0B/0B,0,11:21:07
9c83ff4e7f57,happy_beaver,102.45%,189.9MiB/1.907GiB,9.72%,5.45MB/72.6kB,3,0B/0B,0,11:21:07
256ef4c49324,admiring_volhard5,0.00%,197.9MiB/1.907GiB,10.13%,5.72MB/86.6kB,4,0B/0B,0,11:21:07
71df5085b247,naughty_darwin,0.00%,193.2MiB/1.907GiB,9.89%,5.71MB/87.4kB,5,0B/0B,0,11:21:07
ba643e9a5dd3,friendly_easley,0.00%,195.8MiB/1.907GiB,10.03%,7.32MB/109kB,6,0B/0B,0,11:21:07
19b35f592c34,pedantic_dijkstra4,54.02%,207.5MiB/1.907GiB,10.63%,7.37MB/111kB,7,0B/1.06MB,0,11:21:07
9170ed5bba87,amazing_panini,0.00%,209.1MiB/1.907GiB,10.71%,7.35MB/105kB,8,0B/1.06MB,0,11:21:07
5863295e6c14,zen_rosalind,0.00%,207.9MiB/1.907GiB,10.65%,7.34MB/91.9kB,9,0B/1.06MB,0,11:21:07
5aa19400109d,zealous_engelbart,0.00%,212.5MiB/1.907GiB,10.88%,7.37MB/113kB,10,0B/0B,0,11:21:07
aa09f4430fac,keen_noyce,0.00%,207.9MiB/1.907GiB,10.64%,7.39MB/138kB,11,0B/0B,0,11:21:07
bcfccba0278e,inspiring_hugle,78.57%,228.2MiB/1.907GiB,11.68%,7.39MB/103kB,12,0B/0B,0,11:21:07
c69bbe17da69,vigorous_albattani,102.80%,220.2MiB/1.907GiB,11.28%,7.34MB/120kB,13,0B/0B,0,11:21:07
e1b7c1b1ea05,suspicious_hoover6,101.47%,240.2MiB/1.907GiB,12.30%,7.36MB/113kB,14,0B/32.8kB,0,11:21:07
9a91b1330811,sad_gates,0.00%,225.7MiB/1.907GiB,11.56%,7.35MB/116kB,15,0B/1.02MB,0,11:21:07
86107cab535b,jolly_kilby,38.02%,231.7MiB/1.907GiB,11.86%,7.42MB/106kB,16,0B/1.02MB,0,11:21:07
d0a5e576d0c4,angry_cori,100.18%,290.7MiB/1.907GiB,14.88%,7.38MB/116kB,17,0B/1.02MB,0,11:21:07
