CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
d995019809ab,vigilant_johnson,69.30%,163.4MiB/1.907GiB,8.37%,2.24MB/40.4kB,2,0B/0B,0,18:58:47
985a31118fe3,affectionate_ride,97.95%,242.3MiB/1.907GiB,12.41%,12.5MB/108kB,3,0B/0B,0,18:58:47
1712a725638b,festive_curie,102.81%,244MiB/1.907GiB,12.49%,12.5MB/85.8kB,4,0B/0B,0,18:58:47
8e5bcd609d41,flamboyant_bassi,97.12%,243.1MiB/1.907GiB,12.45%,12.4MB/54.9kB,5,0B/0B,0,18:58:47
a14f23162e45,reverent_bhaskara3,109.26%,243.7MiB/1.907GiB,12.48%,12.4MB/45.1kB,6,0B/0B,0,18:58:47
bd180aeaeef2,blissful_jang,90.32%,242MiB/1.907GiB,12.39%,12.4MB/41.5kB,7,0B/0B,0,18:58:47
5550d76f244f,affectionate_nobel,101.85%,242.6MiB/1.907GiB,12.42%,12.5MB/60.9kB,8,0B/0B,0,18:58:47
c246b060cce8,distracted_shirley,56.31%,203.6MiB/1.907GiB,10.42%,12.6MB/56.8kB,9,0B/0B,0,18:58:47
d995019809ab,vigilant_johnson,75.00%,189.5MiB/1.907GiB,9.70%,13.9MB/71.9kB,2,0B/0B,0,18:59:47
985a31118fe3,affectionate_ride,0.00%,192.5MiB/1.907GiB,9.86%,14.1MB/146kB,3,0B/0B,0,18:59:47
1712a725638b,festive_curie,0.00%,195.7MiB/1.907GiB,10.02%,14.2MB/127kB,4,0B/0B,0,18:59:47
8e5bcd609d41,flamboyant_bassi,0.00%,195.4MiB/1.907GiB,10.01%,15.7MB/87.5kB,5,0B/0B,0,18:59:47
a14f23162e45,reverent_bhaskara3,98.71%,205MiB/1.907GiB,10.50%,15.8MB/83.5kB,6,0B/0B,0,18:59:47
bd180aeaeef2,blissful_jang,102.08%,203.2MiB/1.907GiB,10.40%,15.8MB/81kB,7,0B/1.06MB,0,18:59:47
5550d76f244f,affectionate_nobel,0.00%,205.2MiB/1.907GiB,10.51%,15.8MB/104kB,8,0B/1.06MB,0,18:59:47
c246b060cce8,distracted_shirley,104.45%,210.1MiB/1.907GiB,10.76%,15.8MB/94.7kB,9,0B/1.08MB,0,18:59:47
d995019809ab,vigilant_johnson,92.14%,212.8MiB/1.907GiB,10.90%,15.8MB/110kB,2,0B/16.4kB,0,19:01:05
985a31118fe3,affectionate_ride,49.90%,228.8MiB/1.907GiB,11.72%,15.8MB/181kB,3,0B/2.17MB,0,19:01:05
1712a725638b,festive_curie,0.00%,231.2MiB/1.907GiB,11.84%,15.8MB/159kB,4,0B/1.11MB,0,19:01:05
8e5bcd609d41,flamboyant_bassi,54.39%,230.6MiB/1.907GiB,11.81%,15.8MB/104kB,5,0B/2.7MB,0,19:01:05
a14f23162e45,reverent_bhaskara3,0.00%,289.5MiB/1.907GiB,14.82%,15.8MB/107kB,6,0B/2.7MB,0,19:01:05
bd180aeaeef2,blissful_jang,0.00%,327.5MiB/1.907GiB,16.77%,15.8MB/1.28MB,7,0B/2.17MB,0,19:01:05
5550d76f244f,affectionate_nobel,0.00%,330.3MiB/1.907GiB,16.91%,15.8MB/1.35MB,8,0B/2.17MB,0,19:01:05
c246b060cce8,distracted_shirley,0.03%,327.1MiB/1.907GiB,16.75%,15.8MB/1.32MB,9,0B/2.17MB,0,19:01:05
