CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
0021294154c8,confident_banach,92.57%,189.5MiB/1.907GiB,9.70%,5.45MB/77.1kB,2,0B/0B,0,09:51:58
e5a97fc3b7f3,relaxed_kowalevski,0.00%,190.8MiB/1.907GiB,9.77%,5.68MB/89kB,3,0B/0B,0,09:51:58
f9d5161f6681,agitated_bohr,1.40%,195MiB/1.907GiB,9.99%,7.35MB/124kB,4,0B/0B,0,09:51:58
1c9b90500cbf,sharp_mirzakhani,0.00%,207.1MiB/1.907GiB,10.60%,7.34MB/94.7kB,5,0B/1.06MB,0,09:51:58
1d62662fcc9b,affectionate_lamarr,0.00%,207.6MiB/1.907GiB,10.63%,7.34MB/103kB,6,0B/1.06MB,0,09:51:58
0e7b7f97fbeb,loving_austin8,98.70%,219.5MiB/1.907GiB,11.24%,7.34MB/98.6kB,7,0B/1.06MB,0,09:51:58
622e8138ecb3,silly_torvalds,97.84%,228.3MiB/1.907GiB,11.69%,7.34MB/106kB,8,0B/1.15MB,0,09:51:58
880d341dfd2d,thirsty_bhabha,100.82%,226.2MiB/1.907GiB,11.58%,7.36MB/108kB,9,0B/1.28MB,0,09:51:58
0021294154c8,confident_banach,102.34%,300.6MiB/1.907GiB,15.39%,7.37MB/263kB,2,0B/2.17MB,0,09:53:29
e5a97fc3b7f3,relaxed_kowalevski,0.00%,321.7MiB/1.907GiB,16.47%,7.36MB/1.3MB,3,0B/2.17MB,0,09:53:29
f9d5161f6681,agitated_bohr,0.00%,321.9MiB/1.907GiB,16.48%,7.37MB/1.33MB,4,0B/2.17MB,0,09:53:29
1c9b90500cbf,sharp_mirzakhani,0.00%,328.7MiB/1.907GiB,16.83%,7.36MB/1.28MB,5,0B/2.17MB,0,09:53:29
1d62662fcc9b,affectionate_lamarr,0.00%,325.3MiB/1.907GiB,16.65%,7.38MB/1.32MB,6,0B/2.17MB,0,09:53:29
0e7b7f97fbeb,loving_austin8,0.00%,329.1MiB/1.907GiB,16.85%,7.35MB/1.29MB,7,0B/2.17MB,0,09:53:29
622e8138ecb3,silly_torvalds,0.00%,319.5MiB/1.907GiB,16.36%,7.36MB/1.3MB,8,0B/2.17MB,0,09:53:29
880d341dfd2d,thirsty_bhabha,0.00%,324MiB/1.907GiB,16.59%,7.38MB/1.3MB,9,0B/2.17MB,0,09:53:29
