CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,BLOCKI/O,PIDS_JULIA,PIDS_DOCKER,TIMESTAMP
4c31183f8a38,upbeat_pasteur,99.90%,193.6MiB/1.907GiB,9.91%,5.95MB/81.1kB,18,0B/0B,0,09:39:12
f16a7c1f6979,quirky_shannon,100.10%,204.2MiB/1.907GiB,10.45%,5.93MB/66.9kB,19,0B/0B,0,09:39:12
4c31183f8a38,upbeat_pasteur,69.00%,200.3MiB/1.907GiB,10.25%,9.1MB/121kB,18,0B/0B,0,09:39:21
f16a7c1f6979,quirky_shannon,100.15%,202.5MiB/1.907GiB,10.37%,9.1MB/110kB,19,0B/0B,0,09:39:21
4c31183f8a38,upbeat_pasteur,99.82%,220.8MiB/1.907GiB,11.30%,9.13MB/126kB,18,0B/0B,0,09:39:30
f16a7c1f6979,quirky_shannon,99.77%,214.7MiB/1.907GiB,10.99%,9.11MB/112kB,19,0B/0B,0,09:39:30
4c31183f8a38,upbeat_pasteur,99.89%,227.2MiB/1.907GiB,11.63%,9.13MB/128kB,18,0B/0B,0,09:39:39
f16a7c1f6979,quirky_shannon,99.78%,239.7MiB/1.907GiB,12.27%,9.11MB/116kB,19,0B/98.3kB,0,09:39:39
