calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
5.92,4.6,76.13,1.03,0.0,0.0,0.0,4.96,12.95,26.64
0.58,0.0,0.0,0.0,1236.3034704969832,0.6372789477965743,-4.413501300472187,0.0,1.35,15.56
0.59,0.0,0.0,0.0,4462.739099881359,0.8194367995899394,-71.58255961780073,0.0,1.4,16.24
0.66,0.0,0.0,0.0,1344.1320576244757,0.6514826999132642,-4.445384011792772,0.0,1.24,16.99
0.61,0.0,0.0,0.0,4782.239403124248,0.8319560545582022,-71.79726462851552,0.0,1.53,16.51
0.66,0.0,0.0,0.0,1748.65111613392,0.640047138535901,-4.406409435642891,0.0,9.03,20.06
0.59,0.0,0.0,0.0,12428.649575464398,0.8265836628918264,-72.01433223052692,0.0,2.63,15.86
0.59,0.0,0.0,0.0,1285.0530970878244,0.6700665318848374,-4.481276760359613,0.0,3.45,19.08
0.69,0.0,0.0,0.0,5215.764149066719,0.8140699442156102,-71.05698945857758,0.0,1.47,21.76
0.44,0.0,0.0,0.0,1380.6609146717024,0.6446700358897064,-4.365956682991754,0.0,1.68,15.98
0.44,0.0,0.0,0.0,4619.913424516382,0.8119739770700116,-69.8793507288211,0.0,1.76,16.88
0.51,0.0,0.0,0.0,1569.6175321525122,0.6554336646138672,-4.359150476920321,0.0,2.05,15.07
0.44,0.0,0.0,0.0,6987.934751867798,0.807258932611644,-71.14272287993124,0.0,4.06,15.64
0.44,0.0,0.0,0.0,7443.564850812663,0.6798491028892719,-4.522869262906735,0.0,1.26,21.5
0.4,0.0,0.0,0.0,6949.202043358155,0.8499806807497139,-73.10038854208119,0.0,1.29,15.96
0.44,0.0,0.0,0.0,1079.1877763033465,0.640633120224186,-4.281314696812926,0.0,4.59,15.5
0.43,0.0,0.0,0.0,5473.597786631368,0.8245772933392709,-71.74802866724905,0.0,1.99,14.7
