calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
7.22,4.69,89.58,1.08,0.0,0.0,0.0,14.55,8.71,28.78
0.57,0.0,0.0,0.0,1210.5095618197397,0.6162337800359777,-4.154066964317323,0.0,5.04,18.21
0.59,0.0,0.0,0.0,9426.44035710966,0.7814786709559504,-68.1315444726741,0.0,2.46,19.29
0.62,0.0,0.0,0.0,1029.5631731578042,0.6170170164053601,-4.2085967023441455,0.0,2.38,16.97
0.59,0.0,0.0,0.0,5136.686309333321,0.7865431356935401,-68.56750787628461,0.0,2.37,17.02
0.59,0.0,0.0,0.0,1353.2141399238385,0.6147549404926121,-4.10236818058362,0.0,2.44,16.65
0.61,0.0,0.0,0.0,7277.217094666248,0.7907567870475873,-68.58093899132642,0.0,3.2,23.54
0.79,0.0,0.0,0.0,1379.4543037669707,0.6163274184224072,-4.167279504873664,0.0,3.28,16.87
0.61,0.0,0.0,0.0,17752.64389778825,0.7951397293508347,-69.38581370722893,0.0,2.42,17.57
0.43,0.0,0.0,0.0,8468.743018486726,0.6196192210515302,-4.187243571787117,0.0,3.39,18.49
0.42,0.0,0.0,0.0,10487.766323853191,0.8025699827384436,-69.52086531398986,0.0,4.91,18.44
0.81,0.0,0.0,0.0,1196.7372010299746,0.6168147154228351,-4.118517339209163,0.0,2.39,17.03
0.96,0.0,0.0,0.0,5600.489590326084,0.8009413970411089,-69.7354638829394,0.0,4.87,18.58
0.47,0.0,0.0,0.0,1411.166337758562,0.6231799002496183,-4.281654017993722,0.0,2.38,17.48
0.51,0.0,0.0,0.0,5394.385039179449,0.7845719288058479,-67.93246852895653,0.0,3.35,18.15
1.59,0.0,0.0,0.0,1350.291210986349,0.6188067707918325,-4.131090351753291,0.0,4.95,19.4
0.54,0.0,0.0,0.0,5732.019575611911,0.7945605526841839,-69.4784461546499,0.0,5.0,23.25
