CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
452969b4d53d,nostalgic_nobel,0.00%,184.2MiB/1.907GiB,9.43%,4.18MB/57kB,2,0B/0B,0,08:36:44
88124befc150,blissful_kowalevski,23.83%,186MiB/1.907GiB,9.52%,4.15MB/58.9kB,3,0B/0B,0,08:36:44
efe65a4625dd,vibrant_volhard,0.00%,193.2MiB/1.907GiB,9.89%,5.44MB/69.3kB,4,0B/0B,0,08:36:44
424417ce401c,sharp_chaplygin,0.00%,205.2MiB/1.907GiB,10.51%,7.3MB/111kB,5,0B/0B,0,08:36:44
266f8d1bceee,frosty_shannon,101.52%,197.6MiB/1.907GiB,10.12%,7.38MB/118kB,6,0B/0B,0,08:36:44
d35cb5a6ac13,laughing_perlman,102.56%,206.6MiB/1.907GiB,10.58%,7.37MB/131kB,7,0B/1.06MB,0,08:36:44
d7674ec42c96,quizzical_allen4,0.00%,209.5MiB/1.907GiB,10.73%,7.38MB/141kB,8,0B/1.06MB,0,08:36:44
8b4cdd035e6f,nostalgic_fermat,102.04%,218.1MiB/1.907GiB,11.17%,7.34MB/129kB,9,0B/1.08MB,0,08:36:44
452969b4d53d,nostalgic_nobel,0.00%,228.7MiB/1.907GiB,11.71%,7.37MB/114kB,2,0B/1.9MB,0,08:38:15
88124befc150,blissful_kowalevski,0.00%,279.2MiB/1.907GiB,14.30%,7.34MB/114kB,3,0B/2.17MB,0,08:38:15
efe65a4625dd,vibrant_volhard,0.00%,335.6MiB/1.907GiB,17.18%,7.36MB/1.29MB,4,0B/2.17MB,0,08:38:15
424417ce401c,sharp_chaplygin,0.00%,336.9MiB/1.907GiB,17.25%,7.36MB/1.32MB,5,0B/2.17MB,0,08:38:15
266f8d1bceee,frosty_shannon,0.00%,326.3MiB/1.907GiB,16.71%,7.4MB/1.32MB,6,0B/2.17MB,0,08:38:15
d35cb5a6ac13,laughing_perlman,0.00%,318.9MiB/1.907GiB,16.33%,7.38MB/1.33MB,7,0B/2.17MB,0,08:38:15
d7674ec42c96,quizzical_allen4,1.81%,325.5MiB/1.907GiB,16.67%,7.4MB/1.34MB,8,0B/2.17MB,0,08:38:15
8b4cdd035e6f,nostalgic_fermat,0.00%,321.6MiB/1.907GiB,16.47%,7.37MB/1.35MB,9,0B/2.17MB,0,08:38:15
