calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
18.85,4.83,122.9,1.44,0.0,0.0,0.0,6.57,12.72,29.92
0.6,0.0,0.0,0.0,2351.247689246425,0.2194391635025508,-19.70580381734956,0.0,7.43,23.62
0.61,0.0,0.0,0.0,2630.4639187155253,0.21544366486987168,-20.408648272916903,0.0,4.45,22.25
0.58,0.0,0.0,0.0,1126.43703805898,0.1704487056617854,0.4074278456542834,0.0,1.26,23.14
0.59,0.0,0.0,0.0,3361.7386879348737,0.2142173731827043,-17.865909377136415,0.0,1.23,23.96
0.61,0.0,0.0,0.0,5264.2165964021215,0.21597214924057112,-19.290476325219903,0.0,4.73,22.02
0.66,0.0,0.0,0.0,2446.311356773375,0.21547349712624675,-20.633938821735647,0.0,1.8,23.96
1.15,0.0,0.0,0.0,709.4194391489826,0.17288372298406024,0.42157461216327086,0.0,1.26,24.02
0.71,0.0,0.0,0.0,2400.0991698322346,0.2218635111452937,-18.62116768024276,0.0,9.16,24.17
0.45,0.0,0.0,0.0,3391.7738323771637,0.2156453205141461,-19.41467062641889,0.0,4.64,21.54
0.4,0.0,0.0,0.0,2661.4320869029184,0.2100259568781772,-19.84096997050215,0.0,1.27,22.44
0.45,0.0,0.0,0.0,1058.5515940715734,0.1718386650538372,0.43540889808186733,0.0,9.94,22.32
2.77,0.0,0.0,0.0,2522.064034820901,0.21492290411407183,-17.909697642685334,0.0,2.46,21.84
0.4,0.0,0.0,0.0,2993.948053936748,0.21575185888090495,-19.376904297779273,0.0,1.59,23.3
0.44,0.0,0.0,0.0,9222.930755859514,0.21636841319378897,-20.63470536705401,0.0,1.23,21.13
0.4,0.0,0.0,0.0,505.0524813829084,0.1748226793188094,0.4229056293081179,0.0,1.29,23.99
0.44,0.0,0.0,0.0,2794.090575046194,0.2148575719186056,-17.98537231638455,0.0,1.23,23.19
