CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
c19c1bc3042f,boring_bell,0.00%,157.7MiB/1.907GiB,8.07%,1.84MB/40.6kB,18,0B/0B,0,08:28:15
d34be13c3a4b,epic_mayer,0.00%,157.2MiB/1.907GiB,8.05%,1.82MB/42.4kB,19,0B/0B,0,08:28:15
c323dfb13273,goofy_lovelace,0.00%,154.6MiB/1.907GiB,7.92%,1.86MB/48.1kB,20,0B/0B,0,08:28:15
f5ff022d9c5d,brave_bose,0.00%,162.9MiB/1.907GiB,8.34%,1.78MB/35.5kB,21,8.19kB/0B,0,08:28:15
14e2154b8760,goofy_pasteur,104.18%,177.6MiB/1.907GiB,9.09%,4.25MB/109kB,22,0B/0B,0,08:28:15
cdbbce2564d8,brave_albattani,0.00%,196MiB/1.907GiB,10.04%,4.58MB/98.5kB,23,172kB/0B,0,08:28:15
13102de3da5a,cocky_lovelace,0.00%,188.1MiB/1.907GiB,9.63%,4.51MB/64.6kB,24,0B/0B,0,08:28:15
cd9ef2953689,infallible_panini,97.53%,189.5MiB/1.907GiB,9.70%,6MB/112kB,25,0B/0B,0,08:28:15
91d6ac6b1878,musing_albattani,103.05%,202.8MiB/1.907GiB,10.38%,5.99MB/130kB,26,0B/0B,0,08:28:15
459710ea6111,sad_davinci,0.00%,205.8MiB/1.907GiB,10.54%,6.15MB/98.6kB,27,0B/0B,0,08:28:15
cc1cf51945a4,mystifying_panini,0.00%,197.5MiB/1.907GiB,10.11%,7.74MB/126kB,28,0B/0B,0,08:28:15
57725e249a6f,sad_clarke,31.62%,202.6MiB/1.907GiB,10.37%,7.82MB/135kB,29,0B/0B,0,08:28:15
3a20e501659c,vibrant_easley9,0.00%,213.9MiB/1.907GiB,10.95%,7.82MB/152kB,30,221kB/0B,0,08:28:15
f613826424eb,sleepy_perlman,0.00%,207MiB/1.907GiB,10.60%,7.84MB/141kB,31,0B/0B,0,08:28:15
60980175efa9,pensive_visvesvaraya,100.69%,230.6MiB/1.907GiB,11.81%,7.75MB/104kB,32,0B/0B,0,08:28:15
06e5e06d70e0,quirky_haibt,100.81%,226.6MiB/1.907GiB,11.60%,7.68MB/137kB,33,8.19kB/98.3kB,0,08:28:15
c19c1bc3042f,boring_bell,0.00%,229.2MiB/1.907GiB,11.74%,7.78MB/135kB,18,0B/1.09MB,0,08:30:36
d34be13c3a4b,epic_mayer,98.90%,239.1MiB/1.907GiB,12.24%,7.72MB/141kB,19,0B/1.09MB,0,08:30:36
c323dfb13273,goofy_lovelace,92.33%,517.1MiB/1.907GiB,26.48%,7.81MB/181kB,20,0B/991kB,0,08:30:36
f5ff022d9c5d,brave_bose,0.00%,820.1MiB/1.907GiB,41.99%,7.82MB/9.03MB,21,65.5kB/1.09MB,0,08:30:36
14e2154b8760,goofy_pasteur,0.00%,807.7MiB/1.907GiB,41.36%,7.87MB/9.04MB,22,0B/1.02MB,0,08:30:36
cdbbce2564d8,brave_albattani,0.00%,810.6MiB/1.907GiB,41.50%,7.79MB/9.03MB,23,180kB/1.09MB,0,08:30:36
13102de3da5a,cocky_lovelace,0.00%,806.4MiB/1.907GiB,41.29%,7.75MB/9.06MB,24,0B/1.09MB,0,08:30:36
cd9ef2953689,infallible_panini,0.00%,819.1MiB/1.907GiB,41.94%,7.94MB/9.01MB,25,0B/1.09MB,0,08:30:36
91d6ac6b1878,musing_albattani,0.00%,788MiB/1.907GiB,40.35%,7.93MB/8.96MB,26,7.22MB/1.09MB,0,08:30:36
459710ea6111,sad_davinci,0.00%,815.4MiB/1.907GiB,41.75%,7.86MB/8.92MB,27,455kB/1.09MB,0,08:30:36
cc1cf51945a4,mystifying_panini,0.00%,805.7MiB/1.907GiB,41.25%,7.82MB/8.96MB,28,41kB/1.09MB,0,08:30:36
57725e249a6f,sad_clarke,0.00%,746.5MiB/1.907GiB,38.22%,7.86MB/8.92MB,29,8.91MB/1.02MB,0,08:30:36
3a20e501659c,vibrant_easley9,0.00%,798.3MiB/1.907GiB,40.87%,7.89MB/9.11MB,30,7.52MB/1.09MB,0,08:30:36
f613826424eb,sleepy_perlman,0.00%,811.8MiB/1.907GiB,41.56%,7.9MB/8.97MB,31,0B/1.09MB,0,08:30:36
60980175efa9,pensive_visvesvaraya,1.42%,780MiB/1.907GiB,39.93%,7.81MB/8.91MB,32,7.3MB/1.09MB,0,08:30:36
06e5e06d70e0,quirky_haibt,0.00%,818.6MiB/1.907GiB,41.91%,7.75MB/9.01MB,33,238kB/1.1MB,0,08:30:36
