CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
113842416d70,vigilant_payne,85.30%,184MiB/1.907GiB,9.42%,4.17MB/56.3kB,2,0B/0B,0,12:41:37
7c0c048f446a,awesome_wiles,100.41%,194.6MiB/1.907GiB,9.96%,5.52MB/79.3kB,3,0B/0B,0,12:41:37
150e6084d5be,vigilant_bell,98.32%,201.3MiB/1.907GiB,10.31%,5.66MB/103kB,4,0B/0B,0,12:41:37
a1a5b2c5467c,naughty_pike,99.64%,201.6MiB/1.907GiB,10.32%,7.35MB/126kB,5,0B/0B,0,12:41:37
034eaeb5e172,dazzling_keller,0.00%,210MiB/1.907GiB,10.75%,7.38MB/150kB,6,0B/1.06MB,0,12:41:37
b96f387daa56,amazing_clarke2,0.00%,213.5MiB/1.907GiB,10.93%,7.33MB/101kB,7,0B/1.06MB,0,12:41:37
e46c4e3ad7fd,wizardly_chebyshev0,98.14%,232.4MiB/1.907GiB,11.90%,7.34MB/105kB,8,0B/1.08MB,0,12:41:37
6c402fa37e32,wonderful_elion,97.52%,236.7MiB/1.907GiB,12.12%,7.38MB/130kB,9,0B/1.18MB,0,12:41:37
121b40e4bc6e,objective_snyder,72.93%,227.9MiB/1.907GiB,11.67%,7.35MB/109kB,10,0B/623kB,0,12:41:37
25c20e3a916b,loving_ptolemy,0.00%,222.7MiB/1.907GiB,11.40%,7.35MB/115kB,11,0B/1.02MB,0,12:41:37
16edb59e927f,brave_neumann,0.00%,322.5MiB/1.907GiB,16.51%,7.38MB/151kB,12,0B/1.02MB,0,12:41:37
384572c5a68e,elastic_aryabhata,0.14%,388.2MiB/1.907GiB,19.87%,7.39MB/2.38MB,13,0B/1.02MB,0,12:41:37
520026f85ab0,condescending_hamilton3,0.00%,419MiB/1.907GiB,21.45%,7.36MB/2.34MB,14,0B/1.02MB,0,12:41:37
b7e041fc0fea,cocky_franklin,0.00%,412.5MiB/1.907GiB,21.12%,7.37MB/2.4MB,15,0B/1.02MB,0,12:41:37
331ed002c308,dreamy_bardeen,0.00%,408MiB/1.907GiB,20.89%,7.41MB/2.35MB,16,0B/1.02MB,0,12:41:37
bd62828c6d22,epic_wing,0.00%,412.9MiB/1.907GiB,21.14%,7.45MB/2.34MB,17,0B/1.02MB,0,12:41:37
