calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
15.01,7.65,371.4,5.41,0.0,0.0,0.0,145.22,18.18,63.86
0.62,0.0,0.0,0.0,1254.1733383350158,0.5547078832462873,-3.520020193474801,0.0,3.09,44.61
0.6,0.0,0.0,0.0,25923.520862962858,0.7306099361394872,-64.39969941586276,0.0,2.97,38.43
0.59,0.0,0.0,0.0,2509.356719225071,0.5612617300455116,-3.5832257874935154,0.0,3.13,36.88
0.59,0.0,0.0,0.0,6621.923401107721,0.7310600338088725,-64.5053969663338,0.0,2.7,36.97
7.49,0.0,0.0,0.0,1536.2462071520836,0.566031751272467,-3.628445714728417,0.0,2.89,49.18
0.61,0.0,0.0,0.0,10796.11314725391,0.7286070391315163,-63.63279599721095,0.0,2.74,38.55
0.96,0.0,0.0,0.0,1855.1814619180552,0.5631877853148615,-3.5966578629994608,0.0,2.7,39.34
0.6,0.0,0.0,0.0,9400.891421553051,0.7298985719800761,-63.87276349564394,0.0,2.68,37.85
2.0,0.0,0.0,0.0,1260.4401161342955,0.5600393677784944,-3.5914912967230475,0.0,2.33,42.91
0.42,0.0,0.0,0.0,7232.345190367258,0.7318681822624069,-63.591406786669396,0.0,2.3,18.05
0.7,0.0,0.0,0.0,1751.5161143558985,0.5645421014477697,-3.625175894532448,0.0,2.86,36.91
0.43,0.0,0.0,0.0,6398.103210477376,0.7110299557403741,-61.63066309701272,0.0,2.68,45.05
0.43,0.0,0.0,0.0,1736.2632187899503,0.5627418060166048,-3.5527329887638883,0.0,2.7,57.4
0.42,0.0,0.0,0.0,6413.108095496807,0.7174535099722702,-62.77870600530515,0.0,2.18,17.47
0.45,0.0,0.0,0.0,2230.499625320871,0.5643621696182651,-3.663654046722418,0.0,2.89,38.14
0.41,0.0,0.0,0.0,5856.077782615802,0.7255866082477288,-63.47834163877857,0.0,2.84,21.14
