CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
6f755edfedb0,boring_leavitt,0.00%,165.1MiB/1.907GiB,8.45%,1.84MB/48.8kB,2,0B/0B,0,09:44:01
a22161098877,happy_borg,102.53%,170.9MiB/1.907GiB,8.75%,3.62MB/45.1kB,3,0B/0B,0,09:44:01
7e63e2e2639a,sleepy_bartik,102.96%,172MiB/1.907GiB,8.81%,1.79MB/46.6kB,4,0B/0B,0,09:44:01
2af5f576e40d,boring_blackwell,0.00%,178.5MiB/1.907GiB,9.14%,4.14MB/48.4kB,5,0B/0B,0,09:44:01
8282067161df,suspicious_kilby,81.43%,187.4MiB/1.907GiB,9.60%,5.35MB/72.8kB,6,0B/0B,0,09:44:01
e05afdb4fa2c,lucid_poincare,0.00%,188.1MiB/1.907GiB,9.63%,5.67MB/86.6kB,7,0B/0B,0,09:44:01
3237ffee5c06,dreamy_booth,0.00%,191.9MiB/1.907GiB,9.82%,5.66MB/71.7kB,8,0B/0B,0,09:44:01
9627d50fd96e,compassionate_shannon,103.21%,197.4MiB/1.907GiB,10.11%,7.29MB/86.1kB,9,0B/0B,0,09:44:01
6f755edfedb0,boring_leavitt,99.59%,213MiB/1.907GiB,10.90%,7.38MB/120kB,2,0B/0B,0,09:45:15
a22161098877,happy_borg,0.00%,208.6MiB/1.907GiB,10.68%,7.32MB/111kB,3,0B/1.06MB,0,09:45:15
7e63e2e2639a,sleepy_bartik,0.00%,219MiB/1.907GiB,11.21%,7.33MB/97.9kB,4,0B/1.06MB,0,09:45:15
2af5f576e40d,boring_blackwell,92.05%,219.2MiB/1.907GiB,11.22%,7.32MB/83.9kB,5,0B/16.4kB,0,09:45:15
8282067161df,suspicious_kilby,96.18%,236.1MiB/1.907GiB,12.09%,7.35MB/108kB,6,0B/1.18MB,0,09:45:15
e05afdb4fa2c,lucid_poincare,92.60%,222.9MiB/1.907GiB,11.41%,7.33MB/104kB,7,0B/508kB,0,09:45:15
3237ffee5c06,dreamy_booth,44.52%,222MiB/1.907GiB,11.37%,7.32MB/92kB,8,0B/1.11MB,0,09:45:15
9627d50fd96e,compassionate_shannon,7.27%,280.5MiB/1.907GiB,14.36%,7.33MB/112kB,9,0B/2.17MB,0,09:45:15
