calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
14.99,5.21,248.51,6.68,0.0,0.0,0.0,18.48,35.22,40.38
0.57,0.0,0.0,0.0,2536.4942452550827,0.2135214570139631,-19.586961697349135,0.0,11.61,16.32
0.6,0.0,0.0,0.0,2882.245966738606,0.20527362949606148,-19.232694690991437,0.0,10.38,20.86
0.55,0.0,0.0,0.0,961.104872897439,0.17181848112737347,0.4359450011330076,0.0,9.82,16.43
0.56,0.0,0.0,0.0,2452.224665629577,0.2124393714973493,-18.08825987491967,0.0,10.01,24.64
0.6,0.0,0.0,0.0,3209.7334364611797,0.2138039076303148,-19.743461220403457,0.0,1.43,32.87
0.56,0.0,0.0,0.0,2724.758136057948,0.20744152012900388,-19.356636743487712,0.0,10.25,17.01
0.52,0.0,0.0,0.0,520.3618838106355,0.17403426869851107,0.45026452651077775,0.0,1.37,31.11
0.68,0.0,0.0,0.0,1884.6386033640829,0.20685366948280465,-17.701756117010795,0.0,1.17,32.36
0.78,0.0,0.0,0.0,2830.3268512852655,0.21178458063059472,-19.397353347987195,0.0,1.25,32.03
0.44,0.0,0.0,0.0,3367.0059562438128,0.2100659566533657,-19.75985162553211,0.0,1.49,32.29
0.43,0.0,0.0,0.0,789.4851544041579,0.17452764066058532,0.4682224182967803,0.0,1.37,33.52
0.44,0.0,0.0,0.0,6804.210812999488,0.21155011616251232,-18.26336578431121,0.0,1.2,33.69
0.43,0.0,0.0,0.0,4955.033983446999,0.20887304057565587,-19.116295315541365,0.0,1.33,32.93
0.41,0.0,0.0,0.0,4654.8306648161215,0.20974758127983276,-19.828010000819575,0.0,1.41,32.43
2.91,0.0,0.0,0.0,725.5424065522145,0.17729182279178926,0.43827191609551863,0.0,7.19,16.02
0.64,0.0,0.0,0.0,3145.678274404728,0.2132416100336084,-18.1535282194011,0.0,1.47,34.91
