CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
84d1b117cb39,condescending_swanson,100.88%,167.3MiB/1.907GiB,8.57%,3.66MB/67.1kB,2,0B/0B,0,21:11:57
d80207c10910,quizzical_bose,0.00%,176.2MiB/1.907GiB,9.02%,4.16MB/65.5kB,3,0B/0B,0,21:11:57
c52225a47e47,distracted_goldberg,99.21%,197MiB/1.907GiB,10.09%,5.45MB/91.4kB,4,0B/0B,0,21:11:57
7d7da5782824,pensive_kapitsa,0.00%,190MiB/1.907GiB,9.73%,5.69MB/99.1kB,5,0B/0B,0,21:11:57
3406027c9697,epic_leakey,34.46%,195.3MiB/1.907GiB,10.00%,7.35MB/133kB,6,0B/0B,0,21:11:57
bd0020f944ff,vigorous_varahamihira,0.00%,211.6MiB/1.907GiB,10.83%,7.37MB/127kB,7,0B/1.06MB,0,21:11:57
c145fe774f7a,brave_minsky,0.00%,207.7MiB/1.907GiB,10.63%,7.35MB/93kB,8,0B/1.06MB,0,21:11:57
fef94c4b01b9,naughty_euler,101.14%,218.5MiB/1.907GiB,11.19%,7.36MB/122kB,9,0B/1.08MB,0,21:11:57
e552b577d15c,epic_borg2,98.77%,231.6MiB/1.907GiB,11.86%,7.38MB/122kB,10,0B/32.8kB,0,21:11:57
d5de551e07d2,zealous_tesla2,102.05%,238.4MiB/1.907GiB,12.20%,7.34MB/138kB,11,0B/1.02MB,0,21:11:57
de536cd24878,fervent_hamilton,0.00%,223.9MiB/1.907GiB,11.46%,7.37MB/126kB,12,0B/1.02MB,0,21:11:57
98014f4111d5,agitated_ride,89.83%,247.9MiB/1.907GiB,12.69%,7.43MB/124kB,13,0B/1.02MB,0,21:11:57
692930f032f4,confident_almeida,47.39%,409.7MiB/1.907GiB,20.97%,7.37MB/2.38MB,14,0B/1.02MB,0,21:11:57
5f02570db496,admiring_curran,0.00%,407.9MiB/1.907GiB,20.88%,7.42MB/2.39MB,15,0B/1.02MB,0,21:11:57
13c77061b6ef,loving_engelbart,0.00%,410.7MiB/1.907GiB,21.03%,7.38MB/2.43MB,16,0B/1.02MB,0,21:11:57
d166507d3184,elastic_jackson,0.03%,408MiB/1.907GiB,20.89%,7.38MB/2.38MB,17,0B/991kB,0,21:11:57
