calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
5.52,4.72,70.88,0.95,0.0,0.0,0.0,4.63,6.43,25.48
0.59,0.0,0.0,0.0,3504.383917610745,0.6451856572830862,-4.29794687963192,0.0,3.49,18.84
0.61,0.0,0.0,0.0,5332.295956598934,0.8374171815660053,-72.19759809323172,0.0,1.22,14.9
0.61,0.0,0.0,0.0,1605.547815160223,0.6407817635271179,-4.371070267527079,0.0,3.22,18.66
0.63,0.0,0.0,0.0,8650.774742959366,0.8266217678220072,-72.68820945932322,0.0,2.4,20.29
0.59,0.0,0.0,0.0,1296.241173360121,0.6369126422380477,-4.474205477037743,0.0,1.43,17.38
0.59,0.0,0.0,0.0,4623.319859117876,0.8119419699432701,-70.24486340581421,0.0,3.34,19.27
0.63,0.0,0.0,0.0,1444.9185290250734,0.6566538616284212,-4.399844429289798,0.0,1.21,20.33
0.95,0.0,0.0,0.0,10300.97627184314,0.8256548380075441,-71.4619979843503,0.0,1.29,14.66
0.59,0.0,0.0,0.0,963.5129569254816,0.6635411434504637,-4.268376053013855,0.0,2.31,19.46
0.45,0.0,0.0,0.0,4681.457279842417,0.8075855870310825,-69.63408568363084,0.0,2.39,20.58
0.44,0.0,0.0,0.0,1470.6999092887584,0.6486304152023343,-4.393942580959782,0.0,1.25,18.43
0.45,0.0,0.0,0.0,4650.072963291898,0.8117066393807558,-70.44498549481109,0.0,3.17,20.22
0.62,0.0,0.0,0.0,1109.7669266891485,0.6533770394701645,-4.449458332024184,0.0,1.53,15.41
0.72,0.0,0.0,0.0,6018.558055347487,0.8187956345836782,-71.20141799595774,0.0,1.24,18.27
0.44,0.0,0.0,0.0,1519.744063230181,0.649093198864368,-4.419982589979547,0.0,1.22,16.45
0.75,0.0,0.0,0.0,8578.619836239624,0.8407449836319896,-73.81515003697486,0.0,3.56,19.28
