CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,BLOCKI/O,PIDS_JULIA,PIDS_DOCKER,TIMESTAMP
25c8912c7c17,loving_mayer,99.63%,207.6MiB/1.907GiB,10.63%,5.91MB/51.9kB,30,0B/0B,0,09:44:01
70f4f3c94a33,musing_goldstine,100.07%,195.3MiB/1.907GiB,10.00%,5.92MB/55.5kB,31,0B/0B,0,09:44:01
25c8912c7c17,loving_mayer,94.54%,213.6MiB/1.907GiB,10.94%,9.05MB/90kB,30,0B/0B,0,09:44:10
70f4f3c94a33,musing_goldstine,70.11%,205.4MiB/1.907GiB,10.52%,9.09MB/92.4kB,31,0B/0B,0,09:44:10
25c8912c7c17,loving_mayer,100.12%,229.3MiB/1.907GiB,11.74%,9.08MB/95.9kB,30,0B/0B,0,09:44:19
70f4f3c94a33,musing_goldstine,99.70%,213.8MiB/1.907GiB,10.94%,9.1MB/94.1kB,31,0B/0B,0,09:44:19
25c8912c7c17,loving_mayer,99.69%,239.5MiB/1.907GiB,12.26%,9.08MB/98.2kB,30,0B/0B,0,09:44:28
70f4f3c94a33,musing_goldstine,99.87%,238.8MiB/1.907GiB,12.23%,9.1MB/97.9kB,31,0B/98.3kB,0,09:44:28
