calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
12.42,4.78,170.92,3.12,0.0,0.0,0.0,25.55,22.35,43.49
1.67,0.0,0.0,0.0,1085.9483672474494,0.7049369164744885,-5.0570274125746675,0.0,6.15,19.33
0.87,0.0,0.0,0.0,16152.680900034366,0.9065180160433628,-79.66704434861857,0.0,1.16,34.74
0.6,0.0,0.0,0.0,1575.2773439380571,0.7200139893408681,-5.35878510767733,0.0,1.21,25.84
0.58,0.0,0.0,0.0,5819.64562888324,0.9100719365730876,-79.70985944663846,0.0,1.24,23.23
0.59,0.0,0.0,0.0,1610.9787922329454,0.7142204016502368,-5.185687302907448,0.0,1.2,25.49
0.62,0.0,0.0,0.0,5345.423019980168,0.889974234964072,-77.54797816168991,0.0,6.35,23.51
0.6,0.0,0.0,0.0,1405.3642342918802,0.6956854275443937,-4.984483687897526,0.0,1.22,27.36
0.59,0.0,0.0,0.0,5666.303091959771,0.881739406821194,-76.02179088099092,0.0,1.73,18.08
0.42,0.0,0.0,0.0,1302.1316166841943,0.694590133165974,-5.134788071581826,0.0,3.46,24.57
0.44,0.0,0.0,0.0,8222.804144483172,0.8840758721061754,-77.24670110573541,0.0,1.21,26.89
0.48,0.0,0.0,0.0,1011.520314320071,0.6925754160394438,-4.934772019912422,0.0,6.65,34.56
1.95,0.0,0.0,0.0,8877.000554194841,0.8769307224190446,-77.8856620455685,0.0,1.22,27.63
3.23,0.0,0.0,0.0,1871.482462073188,0.7040116294690371,-5.1790505130913145,0.0,4.99,22.51
3.41,0.0,0.0,0.0,4645.118971718512,0.8850502379484926,-78.26829710901967,0.0,1.19,19.55
0.66,0.0,0.0,0.0,5669.53814028294,0.6937433045624648,-4.995375888490639,0.0,6.29,38.85
0.44,0.0,0.0,0.0,6522.2659649791285,0.8939965409691629,-76.7278105635821,0.0,1.17,30.06
