CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
451036e6c8ee,flamboyant_blackwell,91.75%,170.6MiB/1.907GiB,8.74%,324kB/17.5kB,2,0B/0B,0,13:06:56
b895d1ac33c1,wonderful_visvesvaraya,0.00%,161.5MiB/1.907GiB,8.27%,970kB/25kB,3,0B/0B,0,13:06:56
d49050f7f510,competent_liskov,0.00%,162MiB/1.907GiB,8.29%,1.79MB/40.1kB,4,0B/0B,0,13:06:56
895081be0ca2,happy_carson,0.00%,138.1MiB/1.907GiB,7.07%,1.73MB/32.8kB,5,0B/0B,0,13:06:56
a3fde4b708e7,admiring_galileo,0.00%,155.9MiB/1.907GiB,7.98%,1.8MB/50.2kB,6,0B/0B,0,13:06:56
4fbe501ef10a,loving_beaver0,0.00%,144MiB/1.907GiB,7.37%,1.76MB/43.1kB,7,0B/0B,0,13:06:56
28b815f44754,silly_leakey,0.00%,162.2MiB/1.907GiB,8.31%,1.8MB/46.1kB,8,0B/0B,0,13:06:56
690775a16244,quirky_babbage,0.00%,158.7MiB/1.907GiB,8.13%,1.8MB/54.2kB,9,0B/0B,0,13:06:56
dc53d09aae85,dreamy_hawking,46.26%,160MiB/1.907GiB,8.19%,1.8MB/44.5kB,10,0B/0B,0,13:06:56
609d216d24b2,wizardly_edison,0.00%,185.7MiB/1.907GiB,9.51%,4.15MB/59.9kB,11,0B/0B,0,13:06:56
d617f82002e9,elegant_dijkstra,0.00%,161.8MiB/1.907GiB,8.29%,2.05MB/55.3kB,12,0B/0B,0,13:06:56
3798e1738feb,objective_pare,0.00%,182.8MiB/1.907GiB,9.36%,4.16MB/63.6kB,13,0B/0B,0,13:06:56
68a45f91c1d0,reverent_borg,0.00%,193.4MiB/1.907GiB,9.90%,4.17MB/68.9kB,14,0B/0B,0,13:06:56
9f04403970c0,trusting_ride,103.16%,184.5MiB/1.907GiB,9.44%,5.46MB/81.7kB,15,0B/0B,0,13:06:56
53f3642961c9,laughing_goldwasser,92.31%,190.7MiB/1.907GiB,9.76%,5.44MB/88.3kB,16,0B/0B,0,13:06:56
