calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
21.62,5.34,272.26,9.06,0.0,0.0,0.0,38.93,28.31,48.02
0.71,0.0,0.0,0.0,3157.8268609334873,0.21285994194126187,-19.082853488644165,0.0,3.07,25.45
0.56,0.0,0.0,0.0,3308.5751548737007,0.21801450556897156,-21.00747808775329,0.0,1.18,38.23
0.6,0.0,0.0,0.0,668.4581832971837,0.1763030794530494,0.4395889375533222,0.0,10.66,21.5
0.84,0.0,0.0,0.0,5230.62956913687,0.21953653516750948,-18.691047868217296,0.0,1.33,22.71
4.45,0.0,0.0,0.0,3437.025970926354,0.22617735618982407,-20.043410406285837,0.0,7.89,21.22
3.5,0.0,0.0,0.0,4435.3446611520785,0.21671399539470745,-20.29879402868971,0.0,1.26,23.3
0.6,0.0,0.0,0.0,889.345408725576,0.18077580011489264,0.4305545299429846,0.0,1.34,23.86
0.58,0.0,0.0,0.0,2034.7627510491416,0.2178037390474778,-18.59053238011064,0.0,2.09,22.8
0.43,0.0,0.0,0.0,2448.0038281405937,0.2228226195217991,-20.1203965710526,0.0,1.18,37.06
0.4,0.0,0.0,0.0,3043.557203427227,0.21598905078607925,-20.697995858720937,0.0,6.98,25.39
0.44,0.0,0.0,0.0,591.4127233461737,0.1778752860264229,0.4579303921778196,0.0,4.33,23.08
0.55,0.0,0.0,0.0,3031.8199428039047,0.2182560171820667,-18.47526800752927,0.0,8.88,24.6
0.44,0.0,0.0,0.0,2890.681211723015,0.2193793019987676,-20.056654898848404,0.0,1.32,23.21
0.95,0.0,0.0,0.0,3134.542462677037,0.21997261883212935,-21.191630135114583,0.0,1.39,21.57
2.31,0.0,0.0,0.0,607.0167560461758,0.1790196369165361,0.37993838173174765,0.0,2.79,30.68
0.43,0.0,0.0,0.0,2467.11419728862,0.21938679853731244,-18.550604207151284,0.0,1.17,42.24
