CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
311e187eeacd,nifty_euler,0.00%,159MiB/1.907GiB,8.14%,1.82MB/49.8kB,2,0B/0B,0,08:48:35
f869112324fb,optimistic_pasteur,0.00%,205.9MiB/1.907GiB,10.54%,4.26MB/63.2kB,3,0B/0B,0,08:48:35
2c5eaf7c7f9b,modest_yalow,0.00%,184.7MiB/1.907GiB,9.46%,4.25MB/66kB,4,0B/0B,0,08:48:35
d7a5413bb26a,nostalgic_archimedes,11.92%,183.8MiB/1.907GiB,9.41%,5.35MB/87kB,5,0B/0B,0,08:48:35
0c37cb981b16,confident_meitner,100.56%,199MiB/1.907GiB,10.19%,6.12MB/105kB,6,0B/0B,0,08:48:35
895cc1cad7f0,mystifying_aryabhata,11.06%,198.8MiB/1.907GiB,10.18%,6.16MB/110kB,7,0B/0B,0,08:48:35
6a41380dd38f,xenodochial_mclean,89.67%,215MiB/1.907GiB,11.01%,7.79MB/96.6kB,8,0B/0B,0,08:48:35
f0b0e9a4e358,awesome_lumiere,0.00%,212.5MiB/1.907GiB,10.88%,7.78MB/124kB,9,0B/1.06MB,0,08:48:35
6757824bbbf7,dreamy_hopper,99.25%,222.2MiB/1.907GiB,11.37%,7.79MB/129kB,10,0B/0B,0,08:48:35
647b4d33e87f,flamboyant_brattain,99.95%,241.8MiB/1.907GiB,12.38%,7.8MB/136kB,11,0B/32.8kB,0,08:48:35
22fbeccbafea,affectionate_yalow,102.17%,231.4MiB/1.907GiB,11.85%,7.78MB/111kB,12,0B/688kB,0,08:48:35
58fddf23ef41,zen_boyd9,90.04%,237MiB/1.907GiB,12.13%,7.82MB/124kB,13,0B/1.02MB,0,08:48:35
8e8a80139734,hopeful_curie0,0.00%,411MiB/1.907GiB,21.04%,7.85MB/2.46MB,14,0B/1.02MB,0,08:48:35
76bd85fbf892,sad_keller,0.00%,405.7MiB/1.907GiB,20.77%,7.82MB/2.36MB,15,0B/1.02MB,0,08:48:35
657ea4c5bd24,laughing_heisenberg,0.00%,399.1MiB/1.907GiB,20.43%,7.83MB/2.35MB,16,0B/1.02MB,0,08:48:35
ee34daa32ae5,wonderful_rosalind,0.03%,419.9MiB/1.907GiB,21.50%,7.81MB/2.38MB,17,0B/1.02MB,0,08:48:35
