calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
50.17,5.74,199.37,3.34,0.0,0.0,0.0,18.9,14.25,48.41
0.87,0.0,0.0,0.0,7282.342908875741,0.40279481346441504,-37.94882977654698,0.0,3.16,41.61
0.59,0.0,0.0,0.0,1816.2710380108545,0.3000115692005777,-0.7302744677581794,0.0,9.3,41.99
0.58,0.0,0.0,0.0,6751.329375161681,0.4033347391510536,-34.73589091296007,0.0,3.72,34.27
0.57,0.0,0.0,0.0,5620.025877894934,0.3989593014741515,-37.06341039196703,0.0,4.22,33.68
3.08,0.0,0.0,0.0,1613.9085804043582,0.3052389622703816,-0.7678349473290382,0.0,4.44,28.31
0.86,0.0,0.0,0.0,3829.31003500127,0.3958042213014967,-34.173698856406695,0.0,3.16,24.19
0.67,0.0,0.0,0.0,4925.096110688336,0.4027420920253144,-37.434001631394736,0.0,9.25,39.48
0.55,0.0,0.0,0.0,1139.3539260480609,0.3022181083405576,-0.7701327001998515,0.0,5.14,34.09
0.4,0.0,0.0,0.0,4237.780272597002,0.39322437729468246,-33.70822894699248,0.0,4.89,19.89
0.4,0.0,0.0,0.0,7269.362388916296,0.40297168242265147,-37.33055873351977,0.0,5.89,24.29
0.44,0.0,0.0,0.0,1146.2290161589638,0.30373535547487446,-0.7355812767914616,0.0,9.18,24.21
0.43,0.0,0.0,0.0,4374.539460511048,0.3960702096493202,-34.10940446524148,0.0,9.2,24.19
0.41,0.0,0.0,0.0,3974.2820609488617,0.4077893793923256,-38.20730604009739,0.0,5.85,24.1
0.4,0.0,0.0,0.0,1390.9903210417826,0.3045107655437354,-0.7713826313211618,0.0,9.4,21.09
0.43,0.0,0.0,0.0,3577.337948796217,0.3965674382126319,-34.03812292571953,0.0,4.96,42.77
0.43,0.0,0.0,0.0,3570.771419049678,0.3973427211905729,-37.16762200437825,0.0,3.7,27.12
