CONTAINER,NAME,CPU%,MEMUSAGE/LIMIT,MEM%,NETI/O,PIDS_JULIA,BLOCKI/O,PIDS_DOCKER,TIMESTAMP
bde1170b7b33,gracious_joliot,103.08%,172.1MiB/1.907GiB,8.81%,3.64MB/45.8kB,2,0B/0B,0,12:27:02
6c367b20ca56,adoring_engelbart,102.75%,187.8MiB/1.907GiB,9.61%,3.65MB/56.1kB,3,0B/0B,0,12:27:02
ac9f461a7b07,competent_jepsen4,102.97%,186.6MiB/1.907GiB,9.56%,4.18MB/68.2kB,4,0B/0B,0,12:27:02
9b883c860e17,dreamy_roentgen,0.00%,179.5MiB/1.907GiB,9.19%,4.24MB/57.6kB,5,0B/0B,0,12:27:02
dd8e4b80d624,thirsty_hamilton,60.14%,187.2MiB/1.907GiB,9.59%,4.26MB/61kB,6,0B/0B,0,12:27:02
29fe1242bc3c,pedantic_payne,381.24%,195.2MiB/1.907GiB,10.00%,6.09MB/91kB,7,0B/0B,0,12:27:02
ea82e1ab5df3,vibrant_leavitt,0.00%,198.1MiB/1.907GiB,10.14%,7.74MB/93.2kB,8,0B/0B,0,12:27:02
f70ccf2f89f0,reverent_blackwell,99.74%,209MiB/1.907GiB,10.70%,7.78MB/130kB,9,0B/0B,0,12:27:02
9f157cb74c46,jolly_jang3,0.00%,208.8MiB/1.907GiB,10.69%,7.78MB/97kB,10,0B/0B,0,12:27:02
399467a45892,pedantic_williams,100.02%,221.7MiB/1.907GiB,11.35%,7.78MB/97.9kB,11,0B/0B,0,12:27:02
667c8fc57c1d,eloquent_keldysh,86.51%,226MiB/1.907GiB,11.57%,7.76MB/87.6kB,12,0B/0B,0,12:27:02
74b9e08f08f6,flamboyant_beaver,104.68%,229.4MiB/1.907GiB,11.75%,7.8MB/112kB,13,0B/0B,0,12:27:02
44455b86b78c,inspiring_ptolemy,0.00%,230MiB/1.907GiB,11.78%,7.78MB/114kB,14,0B/1.02MB,0,12:27:02
a15ea4c103f7,trusting_borg,104.07%,240.7MiB/1.907GiB,12.33%,7.77MB/117kB,15,0B/32.8kB,0,12:27:02
cad14c49542e,goofy_goldstine,99.99%,250.5MiB/1.907GiB,12.83%,7.79MB/99.6kB,16,0B/1.02MB,0,12:27:02
1210eb17b6a1,xenodochial_leakey,3.86%,328.3MiB/1.907GiB,16.81%,7.82MB/278kB,17,0B/1.02MB,0,12:27:02
