calculate_maxmin_seconds,clustering_time_seconds,elapsed_time_seconds,create_histogram_seconds,MAPE,MSE,R2,testing_model_seconds,train_global_model_seconds,local_training_seconds
7.77,5.97,168.89,2.0,0.0,0.0,0.0,11.82,14.05,43.44
0.64,0.0,0.0,0.0,2453.2210577214637,0.6364984445343658,-4.290627680888321,0.0,6.16,27.28
2.53,0.0,0.0,0.0,5171.394786875239,0.8263901657589127,-71.27178990949014,0.0,5.46,25.6
0.68,0.0,0.0,0.0,1388.336599395698,0.6516580717851791,-4.570001596480623,0.0,4.27,18.47
1.02,0.0,0.0,0.0,5228.102640676014,0.8108289970300148,-70.96451013675689,0.0,2.06,37.0
1.06,0.0,0.0,0.0,1220.8804776416955,0.6457412756220707,-4.409978029137051,0.0,5.72,19.05
0.93,0.0,0.0,0.0,9978.591292289297,0.8640083987583905,-75.49348479665566,0.0,2.04,38.78
0.94,0.0,0.0,0.0,1018.8680872770384,0.6498182381369518,-4.4910883067900205,0.0,3.96,17.63
0.59,0.0,0.0,0.0,38542.86916467676,0.8331632215178353,-72.92158080538944,0.0,4.62,17.42
0.45,0.0,0.0,0.0,1792.455437747298,0.6553483357434873,-4.593465773740821,0.0,5.47,17.43
2.39,0.0,0.0,0.0,7525.921531063598,0.8205513251598355,-70.3835808737035,0.0,7.97,30.19
0.56,0.0,0.0,0.0,1376.9383524841555,0.648695223594852,-4.574912568681514,0.0,4.07,17.4
0.78,0.0,0.0,0.0,4766.026929798805,0.8293445104031598,-72.99772948191152,0.0,9.47,20.72
1.87,0.0,0.0,0.0,3071.5700872181355,0.663110208857189,-4.524514294025664,0.0,5.49,32.93
0.44,0.0,0.0,0.0,4900.44215844174,0.8425752841043123,-73.00038059167508,0.0,5.45,19.19
0.78,0.0,0.0,0.0,1509.9802014992206,0.6385122757714917,-4.417543104984323,0.0,1.19,36.93
1.82,0.0,0.0,0.0,5477.239744536349,0.80080695687602,-69.3190141929596,0.0,11.02,28.2
